Index,0,1,2,Ensemble_Decision
0,0.452,0.533,0.015,1
1,0.502,0.466,0.031,0
2,0.485,0.49,0.025,1
3,0.431,0.558,0.012,1
4,0.545,0.438,0.018,0
5,0.468,0.518,0.014,1
6,0.669,0.304,0.027,0
7,0.511,0.453,0.036,0
8,0.363,0.283,0.354,0
9,0.409,0.444,0.147,1
10,0.337,0.322,0.341,2
11,0.442,0.546,0.012,1
12,0.387,0.593,0.02,1
13,0.411,0.576,0.012,1
14,0.546,0.437,0.017,0
15,0.272,0.703,0.026,1
16,0.496,0.482,0.022,0
17,0.501,0.433,0.065,0
18,0.487,0.502,0.011,1
19,0.372,0.614,0.015,1
20,0.461,0.303,0.236,0
21,0.588,0.388,0.024,0
22,0.371,0.609,0.021,1
23,0.355,0.63,0.015,1
24,0.397,0.587,0.016,1
25,0.515,0.461,0.024,0
26,0.645,0.314,0.041,0
27,0.634,0.348,0.018,0
28,0.485,0.496,0.019,1
29,0.699,0.279,0.021,0
30,0.459,0.53,0.011,1
31,0.364,0.623,0.013,1
32,0.486,0.497,0.018,1
33,0.46,0.528,0.012,1
34,0.566,0.406,0.028,0
35,0.578,0.408,0.014,0
36,0.293,0.684,0.023,1
37,0.338,0.647,0.014,1
38,0.407,0.557,0.035,1
39,0.44,0.546,0.014,1
40,0.416,0.572,0.012,1
41,0.356,0.619,0.024,1
42,0.319,0.671,0.01,1
43,0.446,0.534,0.019,1
44,0.49,0.479,0.031,0
45,0.552,0.433,0.015,0
46,0.454,0.533,0.014,1
47,0.494,0.485,0.021,0
48,0.446,0.53,0.024,1
49,0.5,0.491,0.008,0
50,0.409,0.559,0.032,1
51,0.602,0.379,0.019,0
52,0.588,0.404,0.008,0
53,0.492,0.493,0.014,1
54,0.521,0.459,0.019,0
55,0.405,0.584,0.011,1
56,0.459,0.524,0.017,1
57,0.377,0.344,0.28,0
58,0.338,0.458,0.204,1
59,0.466,0.517,0.016,1
60,0.493,0.487,0.02,0
61,0.382,0.606,0.011,1
62,0.368,0.624,0.009,1
63,0.5,0.483,0.017,0
64,0.145,0.811,0.044,1
65,0.424,0.552,0.024,1
66,0.367,0.621,0.012,1
67,0.282,0.702,0.017,1
68,0.536,0.392,0.072,0
69,0.261,0.726,0.013,1
70,0.428,0.562,0.011,1
71,0.464,0.521,0.014,1
72,0.498,0.46,0.042,0
73,0.55,0.41,0.04,0
74,0.439,0.458,0.103,1
75,0.485,0.504,0.012,1
76,0.474,0.509,0.017,1
77,0.575,0.408,0.016,0
78,0.429,0.542,0.028,1
79,0.465,0.522,0.013,1
80,0.429,0.556,0.015,1
81,0.38,0.556,0.065,1
82,0.553,0.43,0.017,0
83,0.407,0.578,0.015,1
84,0.457,0.531,0.012,1
85,0.453,0.53,0.017,1
86,0.561,0.427,0.012,0
87,0.504,0.45,0.046,0
88,0.446,0.433,0.121,0
89,0.518,0.47,0.012,0
90,0.499,0.489,0.012,0
91,0.364,0.625,0.011,1
92,0.517,0.475,0.009,0
93,0.445,0.535,0.02,1
94,0.654,0.325,0.021,0
95,0.473,0.501,0.025,1
96,0.66,0.32,0.02,0
97,0.496,0.495,0.01,0
98,0.517,0.476,0.007,0
99,0.333,0.658,0.01,1
100,0.481,0.483,0.036,1
101,0.575,0.412,0.013,0
102,0.563,0.363,0.074,0
103,0.477,0.481,0.042,1
104,0.431,0.553,0.016,1
105,0.469,0.473,0.058,1
106,0.315,0.657,0.029,1
107,0.473,0.514,0.014,1
108,0.466,0.521,0.013,1
109,0.452,0.524,0.024,1
110,0.38,0.609,0.012,1
111,0.602,0.386,0.012,0
112,0.428,0.539,0.033,1
113,0.497,0.489,0.014,0
114,0.465,0.437,0.098,0
115,0.522,0.465,0.013,0
116,0.307,0.485,0.209,1
117,0.492,0.497,0.011,1
118,0.56,0.417,0.024,0
119,0.631,0.354,0.016,0
120,0.506,0.396,0.098,0
121,0.45,0.525,0.025,1
122,0.61,0.371,0.019,0
123,0.478,0.508,0.014,1
124,0.546,0.438,0.016,0
125,0.461,0.502,0.037,1
126,0.368,0.617,0.016,1
127,0.534,0.453,0.012,0
128,0.475,0.514,0.01,1
129,0.433,0.556,0.011,1
130,0.52,0.468,0.012,0
131,0.456,0.388,0.156,0
132,0.416,0.562,0.022,1
133,0.589,0.389,0.021,0
134,0.51,0.477,0.013,0
135,0.516,0.463,0.021,0
136,0.547,0.426,0.027,0
137,0.485,0.458,0.056,0
138,0.361,0.627,0.012,1
139,0.512,0.239,0.249,0
140,0.272,0.558,0.17,1
141,0.469,0.455,0.076,0
142,0.512,0.471,0.017,0
143,0.388,0.592,0.019,1
144,0.326,0.653,0.022,1
145,0.389,0.574,0.036,1
146,0.392,0.466,0.142,1
147,0.462,0.456,0.082,0
148,0.409,0.555,0.036,1
149,0.49,0.492,0.019,1
150,0.422,0.507,0.071,1
151,0.506,0.479,0.015,0
152,0.514,0.467,0.019,0
153,0.401,0.578,0.022,1
154,0.458,0.429,0.112,0
155,0.374,0.525,0.102,1
156,0.393,0.581,0.026,1
157,0.578,0.401,0.021,0
158,0.466,0.519,0.015,1
159,0.629,0.36,0.011,0
160,0.41,0.579,0.01,1
161,0.515,0.453,0.032,0
162,0.609,0.357,0.034,0
163,0.58,0.406,0.014,0
164,0.38,0.555,0.064,1
165,0.417,0.545,0.038,1
166,0.628,0.345,0.027,0
167,0.385,0.601,0.013,1
168,0.362,0.626,0.012,1
169,0.53,0.397,0.073,0
170,0.554,0.429,0.017,0
171,0.451,0.537,0.012,1
172,0.522,0.286,0.192,0
173,0.415,0.409,0.176,0
174,0.168,0.328,0.504,2
175,0.447,0.521,0.032,1
176,0.354,0.627,0.02,1
177,0.389,0.526,0.085,1
178,0.459,0.359,0.182,0
179,0.442,0.546,0.012,1
180,0.468,0.509,0.023,1
181,0.351,0.624,0.025,1
182,0.424,0.534,0.041,1
183,0.393,0.582,0.025,1
184,0.521,0.458,0.02,0
185,0.457,0.492,0.051,1
186,0.531,0.45,0.019,0
187,0.409,0.583,0.008,1
188,0.441,0.546,0.013,1
189,0.461,0.503,0.036,1
190,0.523,0.445,0.031,0
191,0.467,0.265,0.268,0
192,0.424,0.535,0.04,1
193,0.478,0.504,0.018,1
194,0.129,0.816,0.055,1
195,0.376,0.599,0.025,1
196,0.359,0.337,0.304,0
197,0.382,0.58,0.037,1
198,0.414,0.416,0.169,1
199,0.472,0.515,0.013,1
200,0.44,0.544,0.017,1
201,0.432,0.523,0.046,1
202,0.592,0.394,0.014,0
203,0.432,0.286,0.282,0
204,0.48,0.512,0.008,1
205,0.43,0.547,0.024,1
206,0.482,0.507,0.011,1
207,0.417,0.562,0.021,1
208,0.424,0.559,0.017,1
209,0.324,0.658,0.018,1
210,0.464,0.442,0.094,0
211,0.4,0.581,0.019,1
212,0.507,0.476,0.017,0
213,0.543,0.444,0.013,0
214,0.543,0.444,0.014,0
215,0.41,0.521,0.069,1
216,0.431,0.528,0.041,1
217,0.41,0.574,0.016,1
218,0.387,0.594,0.018,1
219,0.528,0.392,0.081,0
220,0.552,0.43,0.018,0
221,0.426,0.56,0.014,1
222,0.563,0.42,0.017,0
223,0.519,0.465,0.016,0
224,0.537,0.421,0.042,0
225,0.524,0.46,0.016,0
226,0.464,0.519,0.016,1
227,0.278,0.661,0.061,1
228,0.373,0.607,0.02,1
229,0.497,0.492,0.011,0
230,0.547,0.438,0.014,0
231,0.44,0.549,0.012,1
232,0.507,0.461,0.032,0
233,0.683,0.307,0.011,0
234,0.375,0.461,0.164,1
235,0.472,0.447,0.081,0
236,0.333,0.641,0.026,1
237,0.47,0.419,0.111,0
238,0.526,0.461,0.013,0
239,0.386,0.423,0.191,1
240,0.449,0.501,0.05,1
241,0.409,0.465,0.126,1
242,0.288,0.615,0.097,1
243,0.719,0.27,0.011,0
244,0.301,0.69,0.009,1
245,0.353,0.63,0.017,1
246,0.404,0.496,0.101,1
247,0.501,0.48,0.019,0
248,0.381,0.599,0.02,1
249,0.507,0.424,0.069,0
250,0.339,0.641,0.02,1
251,0.414,0.56,0.027,1
252,0.534,0.455,0.01,0
253,0.608,0.379,0.013,0
254,0.45,0.535,0.015,1
255,0.456,0.537,0.008,1
256,0.392,0.574,0.034,1
257,0.433,0.547,0.019,1
258,0.501,0.479,0.02,0
259,0.597,0.393,0.01,0
260,0.557,0.418,0.025,0
261,0.388,0.594,0.019,1
262,0.433,0.483,0.084,1
263,0.425,0.552,0.023,1
264,0.518,0.41,0.072,0
265,0.394,0.582,0.024,1
266,0.62,0.369,0.01,0
267,0.58,0.408,0.012,0
268,0.497,0.49,0.013,0
269,0.531,0.371,0.098,0
270,0.364,0.628,0.008,1
271,0.531,0.457,0.012,0
272,0.207,0.358,0.435,2
273,0.352,0.574,0.074,1
274,0.43,0.553,0.018,1
275,0.388,0.581,0.031,1
276,0.54,0.44,0.02,0
277,0.37,0.407,0.223,1
278,0.512,0.477,0.011,0
279,0.587,0.398,0.015,0
280,0.515,0.47,0.015,0
281,0.353,0.626,0.021,1
282,0.36,0.618,0.021,1
283,0.383,0.583,0.033,1
284,0.46,0.523,0.017,1
285,0.512,0.415,0.073,0
286,0.58,0.356,0.064,0
287,0.564,0.421,0.015,0
288,0.401,0.583,0.016,1
289,0.419,0.56,0.021,1
290,0.385,0.599,0.016,1
291,0.364,0.623,0.013,1
292,0.343,0.648,0.009,1
293,0.294,0.644,0.062,1
294,0.465,0.526,0.009,1
295,0.572,0.397,0.031,0
296,0.409,0.36,0.231,0
297,0.506,0.481,0.013,0
298,0.474,0.461,0.065,0
299,0.584,0.398,0.018,0
300,0.444,0.53,0.025,1
301,0.402,0.586,0.012,1
302,0.451,0.534,0.014,1
303,0.5,0.489,0.011,0
304,0.353,0.522,0.125,1
305,0.405,0.577,0.018,1
306,0.535,0.443,0.021,0
307,0.404,0.565,0.031,1
308,0.507,0.481,0.012,0
309,0.394,0.533,0.073,1
310,0.505,0.436,0.059,0
311,0.419,0.557,0.024,1
312,0.487,0.494,0.018,1
313,0.474,0.515,0.011,1
314,0.562,0.364,0.073,0
315,0.605,0.381,0.014,0
316,0.538,0.439,0.023,0
317,0.421,0.505,0.075,1
318,0.575,0.404,0.021,0
319,0.389,0.595,0.016,1
320,0.253,0.672,0.075,1
321,0.283,0.676,0.041,1
322,0.505,0.478,0.017,0
323,0.24,0.584,0.176,1
324,0.481,0.49,0.029,1
325,0.575,0.356,0.07,0
326,0.394,0.582,0.024,1
327,0.453,0.535,0.012,1
328,0.48,0.507,0.013,1
329,0.383,0.606,0.011,1
330,0.435,0.493,0.073,1
331,0.66,0.323,0.017,0
332,0.591,0.397,0.012,0
333,0.372,0.613,0.015,1
334,0.437,0.536,0.027,1
335,0.46,0.412,0.128,0
336,0.45,0.539,0.012,1
337,0.483,0.5,0.017,1
338,0.556,0.426,0.018,0
339,0.368,0.621,0.011,1
340,0.269,0.458,0.273,1
341,0.348,0.634,0.019,1
342,0.404,0.585,0.011,1
343,0.501,0.482,0.016,0
344,0.435,0.549,0.015,1
345,0.575,0.397,0.028,0
346,0.501,0.485,0.014,0
347,0.42,0.512,0.068,1
348,0.344,0.645,0.011,1
