Index,0,1,2,Ensemble_Decision
0,0.402,0.543,0.056,1
1,0.437,0.55,0.013,1
2,0.525,0.463,0.013,0
3,0.34,0.639,0.021,1
4,0.482,0.476,0.042,0
5,0.496,0.489,0.014,0
6,0.378,0.609,0.014,1
7,0.66,0.316,0.024,0
8,0.527,0.458,0.015,0
9,0.44,0.522,0.038,1
10,0.506,0.475,0.019,0
11,0.556,0.421,0.022,0
12,0.625,0.354,0.021,0
13,0.457,0.531,0.012,1
14,0.346,0.637,0.018,1
15,0.443,0.54,0.017,1
16,0.576,0.364,0.061,0
17,0.368,0.62,0.012,1
18,0.516,0.466,0.019,0
19,0.445,0.486,0.069,1
20,0.425,0.541,0.034,1
21,0.586,0.402,0.012,0
22,0.503,0.486,0.011,0
23,0.419,0.545,0.036,1
24,0.388,0.596,0.017,1
25,0.394,0.582,0.024,1
26,0.431,0.555,0.014,1
27,0.536,0.449,0.015,0
28,0.574,0.409,0.017,0
29,0.436,0.533,0.031,1
30,0.598,0.391,0.011,0
31,0.35,0.638,0.011,1
32,0.461,0.516,0.023,1
33,0.311,0.587,0.102,1
34,0.387,0.577,0.036,1
35,0.612,0.373,0.014,0
36,0.36,0.63,0.01,1
37,0.556,0.431,0.013,0
38,0.369,0.606,0.025,1
39,0.364,0.587,0.049,1
40,0.344,0.643,0.013,1
41,0.451,0.516,0.033,1
42,0.49,0.471,0.039,0
43,0.424,0.526,0.051,1
44,0.505,0.471,0.023,0
45,0.417,0.561,0.023,1
46,0.397,0.588,0.014,1
47,0.318,0.666,0.016,1
48,0.442,0.546,0.012,1
49,0.611,0.323,0.065,0
50,0.323,0.656,0.021,1
51,0.574,0.384,0.041,0
52,0.38,0.602,0.018,1
53,0.511,0.463,0.026,0
54,0.374,0.564,0.061,1
55,0.468,0.52,0.011,1
56,0.458,0.525,0.016,1
57,0.574,0.391,0.034,0
58,0.569,0.362,0.069,0
59,0.495,0.488,0.017,0
60,0.404,0.53,0.066,1
61,0.361,0.572,0.067,1
62,0.439,0.545,0.016,1
63,0.538,0.348,0.114,0
64,0.534,0.451,0.015,0
65,0.543,0.391,0.066,0
66,0.276,0.656,0.068,1
67,0.483,0.502,0.015,1
68,0.515,0.473,0.012,0
69,0.51,0.464,0.026,0
70,0.608,0.364,0.028,0
71,0.396,0.578,0.026,1
72,0.458,0.389,0.153,0
73,0.377,0.431,0.192,1
74,0.418,0.384,0.198,0
75,0.149,0.842,0.009,1
76,0.711,0.274,0.014,0
77,0.385,0.542,0.072,1
78,0.42,0.567,0.013,1
79,0.521,0.459,0.02,0
80,0.463,0.525,0.012,1
81,0.429,0.558,0.013,1
82,0.275,0.623,0.102,1
83,0.447,0.347,0.207,0
84,0.523,0.457,0.02,0
85,0.378,0.524,0.097,1
86,0.503,0.485,0.012,0
87,0.268,0.355,0.377,2
88,0.394,0.594,0.012,1
89,0.45,0.538,0.012,1
90,0.445,0.534,0.021,1
91,0.282,0.646,0.071,1
92,0.479,0.509,0.012,1
93,0.285,0.36,0.355,1
94,0.292,0.69,0.017,1
95,0.389,0.594,0.018,1
96,0.516,0.452,0.031,0
97,0.469,0.486,0.045,1
98,0.431,0.561,0.008,1
99,0.64,0.352,0.007,0
100,0.643,0.347,0.01,0
101,0.471,0.513,0.016,1
102,0.551,0.419,0.029,0
103,0.518,0.468,0.014,0
104,0.373,0.611,0.016,1
105,0.467,0.454,0.079,0
106,0.461,0.529,0.011,1
107,0.44,0.535,0.024,1
108,0.28,0.581,0.139,1
109,0.585,0.404,0.011,0
110,0.433,0.326,0.241,0
111,0.56,0.422,0.018,0
112,0.275,0.351,0.373,2
113,0.444,0.537,0.018,1
114,0.394,0.594,0.012,1
115,0.387,0.503,0.11,1
116,0.469,0.515,0.016,1
117,0.485,0.499,0.016,1
118,0.422,0.39,0.188,0
119,0.529,0.459,0.013,0
120,0.34,0.648,0.012,1
121,0.554,0.422,0.024,0
122,0.556,0.421,0.022,0
123,0.494,0.492,0.014,0
124,0.292,0.649,0.059,1
125,0.343,0.543,0.114,1
126,0.335,0.57,0.095,1
127,0.369,0.548,0.083,1
128,0.51,0.474,0.016,0
129,0.515,0.473,0.013,0
130,0.27,0.702,0.028,1
131,0.681,0.311,0.008,0
132,0.463,0.51,0.027,1
133,0.401,0.536,0.063,1
134,0.391,0.59,0.018,1
135,0.424,0.502,0.074,1
136,0.482,0.504,0.014,1
137,0.293,0.693,0.014,1
138,0.448,0.45,0.101,1
139,0.544,0.389,0.066,0
140,0.263,0.66,0.077,1
141,0.417,0.567,0.016,1
142,0.313,0.673,0.014,1
143,0.492,0.489,0.019,0
144,0.504,0.484,0.012,0
145,0.478,0.504,0.019,1
146,0.293,0.511,0.196,1
147,0.359,0.622,0.019,1
148,0.382,0.544,0.074,1
149,0.569,0.408,0.024,0
150,0.485,0.501,0.014,1
151,0.491,0.488,0.021,0
152,0.394,0.595,0.01,1
153,0.487,0.496,0.018,1
154,0.58,0.398,0.021,0
155,0.414,0.57,0.016,1
156,0.354,0.623,0.023,1
157,0.305,0.619,0.075,1
158,0.48,0.509,0.011,1
159,0.484,0.479,0.038,0
160,0.415,0.498,0.087,1
161,0.49,0.497,0.013,1
162,0.433,0.508,0.059,1
163,0.388,0.595,0.017,1
164,0.404,0.572,0.024,1
165,0.382,0.597,0.021,1
166,0.478,0.293,0.229,0
167,0.441,0.524,0.035,1
168,0.414,0.565,0.021,1
169,0.343,0.439,0.218,1
170,0.403,0.547,0.05,1
171,0.386,0.598,0.016,1
172,0.402,0.587,0.011,1
173,0.369,0.289,0.342,0
174,0.338,0.512,0.15,1
175,0.543,0.445,0.012,0
176,0.403,0.462,0.135,1
177,0.507,0.483,0.01,0
178,0.575,0.409,0.016,0
179,0.368,0.618,0.013,1
180,0.42,0.532,0.049,1
181,0.43,0.491,0.079,1
182,0.459,0.529,0.012,1
183,0.571,0.411,0.018,0
184,0.471,0.518,0.011,1
185,0.548,0.432,0.021,0
186,0.326,0.658,0.016,1
187,0.491,0.492,0.018,1
188,0.437,0.547,0.017,1
189,0.519,0.442,0.04,0
190,0.397,0.586,0.017,1
191,0.47,0.506,0.024,1
192,0.347,0.622,0.031,1
