Index,0,1,2,Ensemble_Decision
0,0.323,0.664,0.013,1
1,0.354,0.628,0.018,1
2,0.574,0.414,0.012,0
3,0.352,0.634,0.014,1
4,0.409,0.52,0.071,1
5,0.541,0.447,0.012,0
6,0.587,0.393,0.02,0
7,0.592,0.398,0.01,0
8,0.497,0.489,0.014,0
9,0.573,0.412,0.015,0
10,0.32,0.486,0.194,1
11,0.528,0.461,0.012,0
12,0.347,0.55,0.103,1
13,0.6,0.384,0.016,0
14,0.338,0.64,0.022,1
15,0.527,0.45,0.023,0
16,0.54,0.447,0.014,0
17,0.291,0.694,0.016,1
18,0.564,0.424,0.012,0
19,0.618,0.371,0.011,0
20,0.603,0.387,0.01,0
21,0.426,0.551,0.023,1
22,0.453,0.53,0.017,1
23,0.397,0.58,0.023,1
24,0.447,0.528,0.025,1
25,0.497,0.488,0.015,0
26,0.44,0.541,0.018,1
27,0.381,0.602,0.017,1
28,0.553,0.422,0.024,0
29,0.443,0.438,0.119,0
30,0.466,0.5,0.034,1
31,0.36,0.602,0.038,1
32,0.413,0.576,0.012,1
33,0.395,0.506,0.099,1
34,0.444,0.547,0.009,1
35,0.544,0.444,0.013,0
36,0.386,0.605,0.009,1
37,0.405,0.58,0.015,1
38,0.513,0.473,0.014,0
39,0.453,0.526,0.022,1
40,0.311,0.676,0.013,1
41,0.413,0.57,0.018,1
42,0.278,0.706,0.016,1
43,0.551,0.411,0.038,0
44,0.404,0.498,0.098,1
45,0.358,0.503,0.138,1
46,0.487,0.503,0.01,1
47,0.492,0.499,0.01,1
48,0.271,0.717,0.011,1
49,0.497,0.489,0.014,0
50,0.32,0.652,0.028,1
51,0.437,0.546,0.017,1
52,0.336,0.619,0.045,1
53,0.402,0.419,0.179,1
54,0.435,0.554,0.011,1
55,0.546,0.431,0.023,0
56,0.378,0.452,0.17,1
57,0.435,0.547,0.018,1
58,0.371,0.619,0.01,1
59,0.59,0.396,0.014,0
60,0.556,0.432,0.013,0
61,0.41,0.577,0.013,1
62,0.384,0.509,0.108,1
63,0.36,0.508,0.132,1
64,0.532,0.46,0.008,0
65,0.4,0.492,0.108,1
66,0.478,0.502,0.02,1
67,0.479,0.465,0.056,0
68,0.518,0.466,0.016,0
69,0.393,0.446,0.161,1
70,0.583,0.401,0.016,0
71,0.386,0.601,0.013,1
72,0.612,0.378,0.01,0
73,0.655,0.33,0.015,0
74,0.594,0.391,0.015,0
75,0.449,0.527,0.024,1
76,0.379,0.604,0.018,1
77,0.283,0.704,0.013,1
78,0.556,0.432,0.012,0
79,0.465,0.527,0.008,1
80,0.436,0.523,0.041,1
81,0.486,0.505,0.009,1
82,0.472,0.499,0.029,1
83,0.358,0.627,0.014,1
84,0.502,0.485,0.013,0
85,0.362,0.605,0.033,1
86,0.57,0.415,0.015,0
87,0.557,0.436,0.007,0
88,0.614,0.355,0.032,0
89,0.544,0.443,0.013,0
90,0.516,0.471,0.013,0
91,0.633,0.356,0.011,0
92,0.497,0.49,0.013,0
93,0.547,0.427,0.026,0
94,0.473,0.514,0.013,1
95,0.491,0.306,0.203,0
96,0.434,0.527,0.039,1
97,0.441,0.554,0.006,1
98,0.696,0.277,0.027,0
99,0.581,0.406,0.013,0
100,0.447,0.542,0.011,1
101,0.434,0.549,0.016,1
102,0.527,0.382,0.091,0
103,0.356,0.633,0.011,1
104,0.533,0.45,0.016,0
105,0.476,0.513,0.011,1
