Index,0,1,2,Ensemble_Decision
0,0.356,0.616,0.028,1
1,0.356,0.596,0.049,1
2,0.666,0.318,0.016,0
3,0.499,0.483,0.018,0
4,0.287,0.63,0.084,1
5,0.557,0.429,0.015,0
6,0.396,0.568,0.036,1
7,0.531,0.448,0.021,0
8,0.429,0.535,0.036,1
9,0.53,0.451,0.018,0
10,0.485,0.491,0.024,1
11,0.511,0.475,0.014,0
12,0.41,0.474,0.116,1
13,0.623,0.347,0.03,0
14,0.331,0.639,0.03,1
15,0.533,0.448,0.019,0
16,0.442,0.534,0.024,1
17,0.301,0.613,0.087,1
18,0.452,0.506,0.042,1
19,0.421,0.526,0.053,1
20,0.504,0.456,0.04,0
21,0.426,0.508,0.066,1
22,0.492,0.483,0.025,0
23,0.451,0.521,0.027,1
24,0.464,0.509,0.027,1
25,0.464,0.52,0.016,1
26,0.391,0.53,0.079,1
27,0.484,0.5,0.016,1
28,0.544,0.423,0.033,0
29,0.524,0.355,0.121,0
30,0.597,0.375,0.028,0
31,0.458,0.526,0.017,1
32,0.509,0.471,0.019,0
33,0.407,0.549,0.044,1
34,0.421,0.56,0.019,1
35,0.486,0.495,0.019,1
36,0.397,0.579,0.025,1
37,0.429,0.549,0.022,1
38,0.475,0.506,0.019,1
39,0.447,0.532,0.021,1
40,0.344,0.639,0.017,1
41,0.495,0.48,0.025,0
42,0.624,0.358,0.018,0
43,0.53,0.433,0.037,0
44,0.494,0.438,0.068,0
45,0.482,0.495,0.024,1
46,0.376,0.608,0.016,1
47,0.521,0.442,0.037,0
48,0.424,0.562,0.014,1
49,0.481,0.503,0.016,1
50,0.336,0.64,0.023,1
51,0.381,0.583,0.036,1
52,0.363,0.593,0.043,1
53,0.432,0.533,0.034,1
54,0.38,0.507,0.113,1
55,0.636,0.343,0.021,0
56,0.318,0.566,0.116,1
57,0.347,0.633,0.019,1
58,0.43,0.556,0.015,1
59,0.526,0.461,0.013,0
60,0.426,0.559,0.015,1
61,0.475,0.489,0.035,1
62,0.368,0.597,0.035,1
63,0.326,0.519,0.156,1
64,0.652,0.321,0.027,0
65,0.346,0.572,0.082,1
66,0.451,0.524,0.025,1
67,0.374,0.554,0.072,1
68,0.408,0.572,0.02,1
69,0.437,0.46,0.103,1
70,0.232,0.741,0.027,1
71,0.428,0.553,0.018,1
72,0.492,0.455,0.053,0
73,0.596,0.379,0.025,0
74,0.675,0.296,0.029,0
75,0.454,0.527,0.019,1
76,0.519,0.462,0.02,0
77,0.349,0.635,0.016,1
78,0.461,0.518,0.021,1
79,0.462,0.512,0.026,1
80,0.483,0.467,0.05,0
81,0.444,0.522,0.034,1
82,0.373,0.521,0.106,1
83,0.492,0.485,0.023,0
84,0.481,0.502,0.017,1
85,0.364,0.603,0.034,1
86,0.485,0.496,0.019,1
87,0.46,0.514,0.026,1
88,0.553,0.415,0.032,0
89,0.474,0.504,0.022,1
90,0.398,0.581,0.021,1
91,0.614,0.365,0.021,0
92,0.51,0.378,0.112,0
93,0.413,0.566,0.02,1
94,0.688,0.285,0.027,0
95,0.501,0.356,0.143,0
96,0.477,0.506,0.017,1
97,0.464,0.462,0.074,0
98,0.57,0.412,0.018,0
99,0.602,0.381,0.016,0
100,0.527,0.442,0.032,0
101,0.341,0.633,0.026,1
102,0.415,0.506,0.079,1
103,0.538,0.447,0.015,0
104,0.798,0.095,0.107,0
105,0.285,0.667,0.048,1
106,0.675,0.296,0.029,0
107,0.352,0.633,0.015,1
108,0.507,0.408,0.085,0
109,0.473,0.481,0.046,1
110,0.366,0.586,0.048,1
111,0.368,0.618,0.014,1
112,0.436,0.526,0.038,1
113,0.42,0.485,0.095,1
114,0.528,0.446,0.026,0
115,0.61,0.369,0.021,0
116,0.454,0.519,0.027,1
117,0.374,0.602,0.024,1
118,0.401,0.581,0.018,1
119,0.462,0.516,0.023,1
120,0.549,0.419,0.032,0
121,0.465,0.52,0.015,1
122,0.464,0.507,0.028,1
123,0.684,0.282,0.034,0
124,0.385,0.482,0.133,1
125,0.361,0.617,0.022,1
126,0.495,0.434,0.072,0
127,0.481,0.469,0.05,0
128,0.361,0.617,0.021,1
129,0.552,0.399,0.048,0
130,0.404,0.557,0.039,1
131,0.314,0.652,0.034,1
132,0.433,0.53,0.038,1
133,0.431,0.555,0.013,1
134,0.511,0.462,0.027,0
135,0.223,0.741,0.037,1
136,0.514,0.424,0.062,0
137,0.348,0.636,0.016,1
138,0.5,0.425,0.076,0
139,0.576,0.404,0.02,0
140,0.46,0.52,0.02,1
141,0.538,0.441,0.021,0
142,0.496,0.487,0.017,0
143,0.457,0.516,0.027,1
144,0.364,0.377,0.258,1
145,0.356,0.63,0.013,1
146,0.387,0.595,0.018,1
147,0.395,0.583,0.022,1
148,0.51,0.47,0.02,0
149,0.628,0.317,0.054,0
150,0.354,0.633,0.013,1
151,0.554,0.419,0.027,0
152,0.344,0.603,0.053,1
153,0.381,0.585,0.034,1
154,0.347,0.574,0.079,1
155,0.51,0.46,0.029,0
156,0.35,0.626,0.024,1
157,0.566,0.407,0.026,0
158,0.437,0.548,0.015,1
159,0.464,0.502,0.034,1
160,0.49,0.49,0.02,0
161,0.521,0.454,0.026,0
162,0.445,0.531,0.024,1
163,0.536,0.437,0.026,0
164,0.575,0.403,0.022,0
165,0.268,0.721,0.011,1
166,0.442,0.491,0.067,1
167,0.425,0.56,0.015,1
168,0.416,0.567,0.016,1
169,0.525,0.444,0.031,0
170,0.27,0.701,0.03,1
171,0.598,0.386,0.016,0
172,0.526,0.413,0.062,0
173,0.571,0.405,0.023,0
174,0.528,0.412,0.059,0
175,0.395,0.393,0.213,0
176,0.54,0.434,0.027,0
177,0.392,0.558,0.05,1
178,0.544,0.307,0.149,0
179,0.418,0.562,0.02,1
180,0.435,0.39,0.175,0
181,0.585,0.387,0.028,0
182,0.439,0.481,0.079,1
183,0.571,0.411,0.018,0
184,0.494,0.492,0.014,0
185,0.318,0.67,0.012,1
186,0.512,0.468,0.02,0
187,0.489,0.498,0.013,1
188,0.382,0.594,0.024,1
189,0.454,0.513,0.034,1
190,0.6,0.373,0.026,0
191,0.35,0.375,0.275,1
192,0.483,0.476,0.04,0
193,0.483,0.485,0.032,1
194,0.281,0.701,0.018,1
195,0.492,0.469,0.039,0
196,0.443,0.54,0.016,1
197,0.417,0.566,0.018,1
198,0.339,0.62,0.041,1
199,0.288,0.562,0.15,1
200,0.535,0.451,0.014,0
201,0.559,0.41,0.031,0
202,0.508,0.469,0.023,0
203,0.578,0.37,0.052,0
204,0.437,0.432,0.131,0
205,0.371,0.538,0.091,1
206,0.481,0.385,0.134,0
207,0.487,0.486,0.028,0
208,0.527,0.458,0.015,0
209,0.528,0.449,0.023,0
210,0.487,0.48,0.033,0
211,0.532,0.445,0.023,0
212,0.393,0.584,0.023,1
213,0.383,0.591,0.026,1
214,0.506,0.471,0.023,0
215,0.548,0.435,0.017,0
216,0.357,0.624,0.019,1
217,0.559,0.409,0.033,0
218,0.589,0.397,0.014,0
219,0.543,0.433,0.024,0
220,0.604,0.379,0.018,0
221,0.284,0.692,0.024,1
222,0.437,0.546,0.016,1
223,0.557,0.421,0.022,0
224,0.384,0.598,0.018,1
225,0.465,0.52,0.015,1
226,0.37,0.614,0.016,1
227,0.428,0.542,0.03,1
228,0.579,0.402,0.018,0
229,0.508,0.475,0.016,0
230,0.554,0.425,0.021,0
231,0.408,0.573,0.019,1
232,0.428,0.549,0.023,1
233,0.43,0.548,0.022,1
234,0.451,0.496,0.053,1
235,0.552,0.433,0.015,0
236,0.709,0.237,0.054,0
237,0.508,0.478,0.014,0
238,0.43,0.541,0.029,1
239,0.33,0.65,0.02,1
240,0.554,0.409,0.037,0
241,0.48,0.505,0.015,1
242,0.5,0.487,0.013,0
243,0.405,0.577,0.019,1
244,0.367,0.593,0.04,1
245,0.442,0.54,0.017,1
246,0.549,0.433,0.018,0
247,0.464,0.516,0.02,1
248,0.427,0.541,0.032,1
249,0.444,0.529,0.027,1
250,0.528,0.446,0.026,0
251,0.569,0.407,0.024,0
252,0.48,0.456,0.064,0
253,0.45,0.527,0.023,1
254,0.563,0.423,0.014,0
255,0.5,0.485,0.015,0
256,0.49,0.492,0.017,1
257,0.473,0.512,0.015,1
258,0.536,0.379,0.085,0
259,0.405,0.525,0.069,1
260,0.434,0.537,0.029,1
261,0.474,0.503,0.023,1
262,0.473,0.509,0.018,1
263,0.467,0.515,0.018,1
264,0.469,0.498,0.034,1
265,0.46,0.516,0.024,1
266,0.414,0.563,0.023,1
267,0.622,0.304,0.074,0
268,0.442,0.535,0.023,1
269,0.407,0.578,0.015,1
270,0.365,0.594,0.042,1
271,0.39,0.577,0.033,1
272,0.452,0.535,0.013,1
273,0.551,0.394,0.054,0
274,0.387,0.595,0.018,1
275,0.479,0.499,0.022,1
276,0.435,0.533,0.032,1
277,0.283,0.589,0.128,1
278,0.465,0.514,0.021,1
279,0.478,0.5,0.022,1
280,0.54,0.441,0.02,0
281,0.537,0.443,0.02,0
282,0.615,0.366,0.019,0
283,0.626,0.349,0.025,0
284,0.532,0.442,0.026,0
285,0.563,0.415,0.023,0
286,0.49,0.493,0.016,1
287,0.455,0.53,0.016,1
288,0.415,0.483,0.103,1
289,0.408,0.48,0.112,1
290,0.495,0.495,0.01,0
291,0.369,0.539,0.092,1
292,0.453,0.518,0.029,1
293,0.638,0.329,0.033,0
294,0.386,0.599,0.016,1
295,0.292,0.696,0.012,1
296,0.473,0.512,0.015,1
297,0.578,0.387,0.035,0
298,0.566,0.402,0.032,0
299,0.461,0.508,0.031,1
300,0.372,0.608,0.02,1
301,0.302,0.684,0.014,1
302,0.504,0.478,0.019,0
303,0.324,0.66,0.016,1
304,0.407,0.575,0.017,1
305,0.307,0.561,0.131,1
306,0.369,0.517,0.115,1
307,0.34,0.623,0.037,1
308,0.34,0.646,0.014,1
309,0.613,0.357,0.03,0
310,0.552,0.414,0.034,0
311,0.457,0.504,0.039,1
312,0.392,0.593,0.016,1
313,0.414,0.571,0.015,1
314,0.357,0.629,0.014,1
315,0.47,0.516,0.013,1
316,0.406,0.565,0.029,1
317,0.523,0.449,0.028,0
318,0.585,0.372,0.043,0
319,0.392,0.505,0.103,1
320,0.574,0.4,0.026,0
321,0.335,0.621,0.045,1
322,0.521,0.417,0.062,0
323,0.448,0.523,0.029,1
324,0.399,0.469,0.132,1
325,0.3,0.687,0.013,1
326,0.417,0.551,0.031,1
327,0.463,0.517,0.021,1
