Index,0,1,2,Ensemble_Decision
0,0.335,0.652,0.013,1
1,0.45,0.525,0.025,1
2,0.662,0.328,0.01,0
3,0.512,0.474,0.014,0
4,0.293,0.634,0.073,1
5,0.532,0.456,0.012,0
6,0.459,0.501,0.04,1
7,0.55,0.438,0.012,0
8,0.412,0.568,0.02,1
9,0.566,0.417,0.017,0
10,0.31,0.517,0.173,1
11,0.559,0.429,0.011,0
12,0.367,0.534,0.099,1
13,0.621,0.364,0.015,0
14,0.317,0.66,0.023,1
15,0.489,0.494,0.017,1
16,0.487,0.488,0.025,1
17,0.302,0.627,0.071,1
18,0.488,0.502,0.01,1
19,0.553,0.43,0.017,0
20,0.509,0.48,0.011,0
21,0.423,0.511,0.066,1
22,0.47,0.515,0.015,1
23,0.437,0.542,0.021,1
24,0.447,0.544,0.009,1
25,0.49,0.494,0.016,1
26,0.45,0.486,0.064,1
27,0.487,0.496,0.017,1
28,0.419,0.557,0.024,1
29,0.522,0.381,0.097,0
30,0.619,0.353,0.028,0
31,0.477,0.499,0.024,1
32,0.569,0.418,0.013,0
33,0.402,0.542,0.056,1
34,0.407,0.583,0.011,1
35,0.521,0.466,0.013,0
36,0.376,0.614,0.01,1
37,0.445,0.542,0.013,1
38,0.451,0.536,0.012,1
39,0.43,0.557,0.014,1
40,0.427,0.561,0.012,1
41,0.46,0.519,0.021,1
42,0.7,0.283,0.017,0
43,0.48,0.488,0.032,1
44,0.43,0.526,0.044,1
45,0.431,0.54,0.028,1
46,0.454,0.536,0.01,1
47,0.476,0.509,0.015,1
48,0.408,0.578,0.014,1
49,0.436,0.548,0.016,1
50,0.302,0.677,0.021,1
51,0.323,0.663,0.014,1
52,0.399,0.553,0.048,1
53,0.491,0.408,0.1,0
54,0.487,0.5,0.013,1
55,0.674,0.299,0.027,0
56,0.317,0.53,0.153,1
57,0.338,0.65,0.012,1
58,0.399,0.591,0.01,1
59,0.546,0.444,0.01,0
60,0.432,0.557,0.011,1
61,0.494,0.492,0.014,0
62,0.353,0.602,0.045,1
63,0.281,0.562,0.157,1
64,0.593,0.395,0.011,0
65,0.344,0.555,0.101,1
66,0.501,0.47,0.028,0
67,0.411,0.541,0.048,1
68,0.492,0.493,0.015,1
69,0.436,0.442,0.122,1
70,0.283,0.695,0.022,1
71,0.434,0.554,0.013,1
72,0.523,0.463,0.014,0
73,0.599,0.385,0.016,0
74,0.669,0.315,0.016,0
75,0.408,0.57,0.021,1
76,0.481,0.5,0.019,1
77,0.426,0.56,0.014,1
78,0.476,0.514,0.011,1
79,0.466,0.523,0.012,1
80,0.456,0.44,0.104,0
81,0.473,0.512,0.015,1
82,0.375,0.527,0.098,1
83,0.498,0.488,0.014,0
84,0.507,0.481,0.012,0
85,0.368,0.589,0.042,1
86,0.521,0.467,0.012,0
87,0.456,0.529,0.015,1
88,0.561,0.387,0.052,0
89,0.493,0.493,0.014,0
90,0.39,0.594,0.016,1
91,0.615,0.371,0.013,0
92,0.542,0.446,0.012,0
93,0.37,0.612,0.017,1
94,0.676,0.307,0.017,0
95,0.463,0.335,0.201,0
96,0.489,0.492,0.019,1
97,0.437,0.555,0.008,1
98,0.521,0.375,0.104,0
99,0.591,0.398,0.011,0
100,0.462,0.521,0.017,1
101,0.32,0.665,0.016,1
102,0.435,0.492,0.073,1
103,0.512,0.474,0.014,0
104,0.803,0.105,0.092,0
105,0.281,0.707,0.013,1
106,0.657,0.332,0.012,0
107,0.36,0.624,0.017,1
108,0.725,0.264,0.011,0
109,0.557,0.42,0.023,0
110,0.402,0.559,0.039,1
111,0.415,0.575,0.01,1
112,0.436,0.548,0.016,1
113,0.511,0.456,0.033,0
114,0.527,0.461,0.012,0
115,0.579,0.409,0.012,0
116,0.407,0.574,0.018,1
117,0.383,0.581,0.037,1
118,0.41,0.577,0.014,1
119,0.48,0.501,0.019,1
120,0.547,0.427,0.027,0
121,0.471,0.518,0.011,1
122,0.452,0.485,0.063,1
123,0.637,0.348,0.015,0
124,0.338,0.393,0.269,1
125,0.333,0.655,0.012,1
126,0.484,0.453,0.063,0
127,0.509,0.47,0.02,0
128,0.378,0.614,0.008,1
129,0.587,0.39,0.023,0
130,0.426,0.56,0.014,1
131,0.348,0.635,0.017,1
132,0.474,0.509,0.018,1
133,0.482,0.505,0.013,1
134,0.484,0.436,0.08,0
135,0.248,0.733,0.018,1
136,0.526,0.459,0.015,0
137,0.369,0.619,0.012,1
138,0.47,0.457,0.073,0
139,0.554,0.429,0.017,0
140,0.441,0.546,0.013,1
141,0.453,0.527,0.02,1
142,0.509,0.479,0.012,0
143,0.517,0.455,0.028,0
144,0.407,0.432,0.162,1
145,0.366,0.611,0.023,1
146,0.427,0.556,0.017,1
147,0.412,0.572,0.015,1
148,0.591,0.397,0.012,0
149,0.707,0.27,0.023,0
150,0.381,0.607,0.012,1
151,0.533,0.442,0.025,0
152,0.283,0.595,0.122,1
153,0.458,0.528,0.014,1
154,0.337,0.597,0.066,1
155,0.481,0.476,0.043,0
156,0.401,0.535,0.064,1
157,0.464,0.514,0.022,1
158,0.43,0.558,0.012,1
159,0.461,0.508,0.031,1
160,0.564,0.424,0.011,0
161,0.573,0.408,0.019,0
162,0.507,0.473,0.02,0
163,0.579,0.352,0.069,0
164,0.563,0.425,0.012,0
165,0.258,0.731,0.011,1
166,0.414,0.536,0.05,1
167,0.425,0.564,0.011,1
168,0.415,0.573,0.012,1
169,0.526,0.446,0.028,0
170,0.275,0.711,0.014,1
171,0.601,0.385,0.014,0
172,0.474,0.478,0.048,1
173,0.514,0.471,0.015,0
174,0.567,0.391,0.042,0
175,0.301,0.319,0.379,2
176,0.501,0.45,0.049,0
177,0.484,0.491,0.025,1
178,0.58,0.312,0.108,0
179,0.435,0.551,0.014,1
180,0.442,0.381,0.177,0
181,0.478,0.451,0.071,0
182,0.449,0.539,0.012,1
183,0.643,0.345,0.012,0
184,0.443,0.546,0.012,1
185,0.33,0.66,0.01,1
186,0.537,0.444,0.019,0
187,0.521,0.469,0.01,0
188,0.379,0.608,0.013,1
189,0.481,0.501,0.018,1
190,0.598,0.387,0.015,0
191,0.382,0.394,0.223,1
192,0.55,0.438,0.012,0
193,0.447,0.52,0.033,1
194,0.288,0.694,0.017,1
195,0.541,0.45,0.009,0
196,0.428,0.558,0.014,1
197,0.432,0.556,0.012,1
198,0.312,0.663,0.026,1
199,0.302,0.575,0.123,1
200,0.526,0.462,0.011,0
201,0.604,0.381,0.015,0
202,0.452,0.537,0.011,1
203,0.588,0.401,0.011,0
204,0.582,0.387,0.031,0
205,0.266,0.323,0.411,2
206,0.458,0.303,0.239,0
207,0.584,0.39,0.026,0
208,0.552,0.438,0.01,0
209,0.522,0.465,0.013,0
210,0.518,0.472,0.011,0
211,0.526,0.443,0.032,0
212,0.405,0.575,0.019,1
213,0.478,0.512,0.01,1
214,0.518,0.47,0.012,0
215,0.576,0.406,0.018,0
216,0.376,0.608,0.016,1
217,0.556,0.411,0.033,0
218,0.627,0.359,0.014,0
219,0.505,0.476,0.018,0
220,0.536,0.448,0.016,0
