Index,0,1,2,Ensemble_Decision
0,0.472,0.508,0.02,1
1,0.524,0.455,0.02,0
2,0.299,0.682,0.02,1
3,0.416,0.359,0.225,0
4,0.591,0.385,0.024,0
5,0.311,0.668,0.021,1
6,0.465,0.515,0.02,1
7,0.444,0.535,0.02,1
8,0.358,0.621,0.021,1
9,0.659,0.321,0.02,0
10,0.524,0.354,0.122,0
11,0.412,0.568,0.02,1
12,0.531,0.449,0.02,0
13,0.47,0.305,0.225,0
14,0.666,0.313,0.021,0
15,0.497,0.408,0.094,0
16,0.577,0.403,0.02,0
17,0.602,0.378,0.02,0
18,0.432,0.546,0.022,1
19,0.564,0.415,0.02,0
20,0.518,0.461,0.022,0
21,0.468,0.512,0.021,1
22,0.397,0.384,0.22,0
23,0.364,0.4,0.235,1
24,0.494,0.486,0.02,0
25,0.411,0.568,0.021,1
26,0.602,0.378,0.02,0
27,0.546,0.434,0.02,0
28,0.484,0.493,0.024,1
29,0.678,0.301,0.021,0
30,0.337,0.642,0.02,1
31,0.659,0.32,0.02,0
32,0.408,0.571,0.021,1
33,0.441,0.539,0.02,1
34,0.5,0.418,0.082,0
35,0.451,0.529,0.02,1
36,0.287,0.693,0.02,1
37,0.326,0.653,0.021,1
38,0.414,0.567,0.02,1
39,0.614,0.367,0.02,0
40,0.234,0.746,0.02,1
41,0.231,0.692,0.077,1
42,0.679,0.3,0.02,0
43,0.602,0.37,0.028,0
44,0.55,0.43,0.02,0
45,0.314,0.666,0.02,1
46,0.406,0.568,0.025,1
47,0.598,0.381,0.021,0
48,0.564,0.416,0.019,0
49,0.232,0.683,0.085,1
50,0.49,0.428,0.082,0
51,0.346,0.436,0.218,1
52,0.386,0.591,0.023,1
53,0.529,0.447,0.023,0
54,0.499,0.476,0.025,0
55,0.729,0.25,0.02,0
56,0.35,0.434,0.216,1
57,0.439,0.541,0.02,1
58,0.508,0.414,0.078,0
59,0.36,0.618,0.022,1
60,0.285,0.696,0.019,1
61,0.349,0.631,0.02,1
62,0.235,0.745,0.02,1
63,0.343,0.637,0.02,1
64,0.615,0.362,0.023,0
65,0.472,0.508,0.02,1
66,0.313,0.663,0.024,1
67,0.391,0.533,0.075,1
68,0.658,0.319,0.023,0
69,0.499,0.477,0.023,0
70,0.347,0.633,0.02,1
71,0.552,0.428,0.02,0
72,0.41,0.441,0.15,1
73,0.458,0.522,0.02,1
74,0.451,0.528,0.021,1
75,0.331,0.649,0.02,1
76,0.402,0.347,0.251,0
77,0.732,0.249,0.02,0
78,0.287,0.693,0.02,1
79,0.278,0.698,0.024,1
80,0.527,0.451,0.022,0
81,0.398,0.511,0.091,1
82,0.604,0.375,0.02,0
83,0.286,0.694,0.02,1
84,0.577,0.403,0.02,0
85,0.394,0.303,0.303,0
86,0.573,0.407,0.02,0
87,0.395,0.586,0.02,1
88,0.389,0.591,0.019,1
89,0.281,0.695,0.024,1
90,0.36,0.619,0.021,1
91,0.302,0.678,0.02,1
92,0.55,0.43,0.02,0
93,0.563,0.303,0.134,0
94,0.456,0.524,0.02,1
95,0.479,0.493,0.028,1
96,0.422,0.558,0.02,1
97,0.41,0.57,0.02,1
98,0.42,0.561,0.019,1
99,0.292,0.688,0.02,1
100,0.318,0.66,0.022,1
101,0.457,0.523,0.02,1
102,0.227,0.75,0.023,1
103,0.484,0.494,0.022,1
104,0.551,0.428,0.021,0
105,0.609,0.37,0.02,0
106,0.729,0.249,0.023,0
107,0.292,0.688,0.02,1
108,0.375,0.605,0.02,1
109,0.359,0.621,0.02,1
110,0.347,0.63,0.023,1
111,0.411,0.561,0.028,1
112,0.297,0.683,0.02,1
113,0.283,0.646,0.071,1
114,0.299,0.68,0.02,1
115,0.479,0.5,0.02,1
116,0.275,0.437,0.288,1
117,0.44,0.465,0.095,1
118,0.732,0.248,0.02,0
119,0.484,0.495,0.02,1
120,0.609,0.371,0.02,0
121,0.419,0.562,0.02,1
122,0.623,0.357,0.02,0
123,0.361,0.419,0.22,1
124,0.402,0.578,0.02,1
125,0.337,0.644,0.02,1
126,0.232,0.748,0.02,1
127,0.334,0.646,0.02,1
128,0.416,0.462,0.121,1
129,0.236,0.623,0.14,1
130,0.407,0.573,0.02,1
131,0.512,0.468,0.02,0
132,0.657,0.32,0.023,0
133,0.292,0.688,0.02,1
134,0.437,0.423,0.14,0
135,0.669,0.307,0.023,0
136,0.617,0.363,0.019,0
137,0.671,0.248,0.081,0
138,0.299,0.473,0.228,1
139,0.549,0.374,0.078,0
140,0.389,0.59,0.02,1
141,0.417,0.563,0.02,1
142,0.412,0.568,0.02,1
143,0.342,0.638,0.02,1
144,0.292,0.688,0.02,1
145,0.459,0.521,0.021,1
146,0.482,0.498,0.02,1
147,0.289,0.69,0.021,1
148,0.563,0.417,0.02,0
149,0.544,0.435,0.02,0
150,0.322,0.653,0.025,1
151,0.235,0.745,0.02,1
152,0.407,0.573,0.02,1
153,0.399,0.514,0.087,1
154,0.403,0.576,0.02,1
155,0.429,0.549,0.022,1
156,0.677,0.304,0.019,0
157,0.337,0.558,0.105,1
158,0.542,0.363,0.094,0
159,0.293,0.687,0.021,1
160,0.352,0.628,0.02,1
161,0.57,0.41,0.02,0
162,0.541,0.436,0.023,0
163,0.35,0.629,0.021,1
