Index,0,1,2,Ensemble_Decision
0,0.0,0.241,0.755,2
1,0.995,0.005,0.0,0
2,1.0,0.0,0.0,0
3,0.99,0.005,0.005,0
4,0.0,0.966,0.027,1
5,0.99,0.0,0.008,0
6,0.0,0.993,0.007,1
7,0.001,0.0,0.991,2
8,0.987,0.008,0.0,0
9,0.0,0.96,0.04,1
10,0.0,0.605,0.395,1
11,0.989,0.0,0.004,0
12,0.004,0.697,0.298,1
13,0.0,0.393,0.603,2
14,0.0,0.804,0.19,1
15,0.0,0.97,0.022,1
16,0.0,0.133,0.867,2
17,0.0,0.843,0.151,1
18,1.0,0.0,0.0,0
19,0.0,0.926,0.028,1
20,0.0,0.104,0.894,2
21,0.979,0.014,0.007,0
22,0.979,0.014,0.0,0
23,0.0,0.873,0.116,1
24,0.0,0.176,0.824,2
25,1.0,0.0,0.0,0
26,0.0,0.167,0.831,2
27,0.99,0.01,0.0,0
28,1.0,0.0,0.0,0
29,0.003,0.845,0.127,1
