Index,0,1,2,Ensemble_Decision
0,0.005,0.241,0.752,2
1,1.0,0.0,0.0,0
2,0.995,0.005,0.0,0
3,0.995,0.005,0.0,0
4,0.005,0.98,0.012,1
5,1.0,0.0,0.0,0
6,0.005,0.991,0.004,1
7,0.001,0.0,0.998,2
8,0.985,0.011,0.0,0
9,0.0,0.95,0.043,1
10,0.0,0.226,0.768,2
11,0.995,0.0,0.005,0
12,0.0,0.567,0.425,1
13,0.0,0.355,0.638,2
14,0.0,0.887,0.107,1
15,0.007,0.98,0.01,1
16,0.0,0.004,0.996,2
17,0.0,0.886,0.109,1
18,0.995,0.0,0.005,0
19,0.02,0.956,0.008,1
20,0.005,0.088,0.906,2
21,0.981,0.013,0.0,0
22,0.981,0.013,0.0,0
23,0.0,0.995,0.005,1
24,0.005,0.173,0.827,2
25,0.985,0.015,0.0,0
26,0.0,0.048,0.948,2
27,1.0,0.0,0.0,0
28,0.995,0.0,0.005,0
29,0.007,0.742,0.25,1
