Index,0,1,2,Ensemble_Decision
0,0.994,0.004,0.001,0
1,0.982,0.003,0.015,0
2,0.007,0.831,0.162,1
3,0.98,0.014,0.006,0
4,0.959,0.038,0.003,0
5,0.003,0.281,0.715,2
6,0.007,0.851,0.143,1
7,0.983,0.007,0.011,0
8,0.983,0.007,0.01,0
9,0.992,0.003,0.005,0
10,0.003,0.247,0.749,2
11,0.005,0.928,0.068,1
12,0.009,0.708,0.283,1
13,0.992,0.004,0.005,0
14,0.984,0.013,0.003,0
15,0.007,0.989,0.003,1
16,0.003,0.256,0.74,2
17,0.002,0.039,0.958,2
18,0.007,0.852,0.141,1
19,0.006,0.017,0.977,2
20,0.003,0.973,0.024,1
21,0.005,0.01,0.985,2
22,0.002,0.958,0.04,1
23,0.987,0.008,0.005,0
24,0.003,0.008,0.99,2
25,0.004,0.989,0.007,1
26,0.986,0.009,0.005,0
27,0.985,0.012,0.003,0
28,0.982,0.013,0.005,0
29,0.011,0.903,0.086,1
