Index,0,1,2,Ensemble_Decision
0,0.006,0.282,0.712,2
1,0.965,0.029,0.006,0
2,0.976,0.019,0.005,0
3,0.97,0.021,0.008,0
4,0.008,0.971,0.022,1
5,0.979,0.015,0.006,0
6,0.011,0.962,0.027,1
7,0.006,0.003,0.992,2
8,0.987,0.007,0.006,0
9,0.007,0.962,0.031,1
10,0.003,0.328,0.669,2
11,0.995,0.003,0.002,0
12,0.006,0.615,0.38,1
13,0.003,0.249,0.747,2
14,0.003,0.98,0.017,1
15,0.01,0.951,0.039,1
16,0.003,0.037,0.96,2
17,0.008,0.952,0.04,1
18,0.972,0.014,0.014,0
19,0.02,0.948,0.032,1
20,0.003,0.052,0.945,2
21,0.982,0.012,0.006,0
22,0.987,0.007,0.005,0
23,0.005,0.992,0.003,1
24,0.003,0.396,0.6,2
25,0.978,0.017,0.004,0
26,0.003,0.198,0.799,2
27,0.981,0.013,0.006,0
28,0.976,0.017,0.007,0
29,0.01,0.738,0.252,1
