Index,0,1,2,Ensemble_Decision
0,0.002,0.978,0.02,1
1,0.973,0.024,0.003,0
2,0.002,0.986,0.012,1
3,0.002,0.989,0.008,1
4,0.992,0.005,0.003,0
5,0.005,0.993,0.003,1
6,0.001,0.001,0.998,2
7,0.002,0.004,0.994,2
8,0.991,0.006,0.003,0
9,0.018,0.978,0.003,1
10,0.002,0.001,0.998,2
11,0.002,0.107,0.891,2
12,0.994,0.004,0.002,0
13,0.002,0.001,0.997,2
14,0.988,0.009,0.003,0
15,0.002,0.781,0.218,1
16,0.001,0.001,0.998,2
17,0.003,0.01,0.987,2
18,0.004,0.993,0.003,1
19,0.003,0.018,0.979,2
20,0.001,0.98,0.019,1
21,0.003,0.994,0.004,1
22,0.007,0.075,0.918,2
23,0.005,0.176,0.818,2
24,0.983,0.013,0.004,0
25,0.004,0.994,0.002,1
26,0.008,0.863,0.129,1
27,0.981,0.017,0.002,0
28,0.004,0.994,0.002,1
29,0.001,0.001,0.997,2
