Index,0,1,2,Ensemble_Decision
0,0.007,0.836,0.157,1
1,0.729,0.267,0.004,0
2,0.004,0.578,0.418,1
3,0.016,0.947,0.036,1
4,0.975,0.007,0.018,0
5,0.013,0.98,0.007,1
6,0.001,0.011,0.988,2
7,0.002,0.025,0.973,2
8,0.957,0.025,0.018,0
9,0.014,0.983,0.003,1
10,0.009,0.006,0.985,2
11,0.002,0.037,0.961,2
12,0.997,0.002,0.002,0
13,0.001,0.03,0.969,2
14,0.973,0.02,0.006,0
15,0.004,0.433,0.563,2
16,0.003,0.01,0.986,2
17,0.004,0.241,0.755,2
18,0.013,0.973,0.013,1
19,0.006,0.189,0.805,2
20,0.005,0.621,0.374,1
21,0.004,0.874,0.122,1
22,0.007,0.545,0.448,1
23,0.006,0.586,0.408,1
24,0.986,0.009,0.005,0
25,0.004,0.972,0.024,1
26,0.003,0.983,0.015,1
27,0.986,0.001,0.013,0
28,0.011,0.978,0.011,1
29,0.001,0.029,0.97,2
