Index,0,1,2,Ensemble_Decision
0,0.031,0.957,0.012,1
1,0.001,0.001,0.998,2
2,0.005,0.308,0.687,2
3,0.005,0.278,0.717,2
4,0.001,0.0,0.999,2
5,0.004,0.987,0.009,1
6,0.991,0.005,0.003,0
7,0.996,0.002,0.002,0
8,0.005,0.65,0.345,1
9,0.003,0.024,0.973,2
10,0.992,0.005,0.003,0
11,0.992,0.005,0.003,0
12,0.993,0.004,0.003,0
13,0.004,0.617,0.379,1
14,0.002,0.0,0.998,2
15,0.994,0.004,0.003,0
16,0.002,0.003,0.995,2
17,0.001,0.0,0.999,2
18,0.994,0.004,0.002,0
19,0.002,0.918,0.079,1
20,0.002,0.891,0.107,1
21,0.005,0.169,0.826,2
22,0.001,0.945,0.054,1
23,0.002,0.001,0.996,2
24,0.995,0.003,0.002,0
25,0.002,0.005,0.993,2
26,0.003,0.982,0.015,1
27,0.003,0.01,0.986,2
28,0.013,0.983,0.003,1
29,0.005,0.981,0.013,1
