,0,1,2,3,4
0,-1.2641847816287635,0.09821728693702086,-1.2265516727955572,-1.3154442950077407,0.0
1,-0.5371775589668552,0.7888075857129598,-1.2833890997091604,-1.052179926427139,0.0
2,-0.779513299854158,2.400184949523484,-1.2833890997091604,-1.4470764792980415,0.0
3,-0.4160096885232043,2.630381715782132,-1.3402265266227635,-1.3154442950077407,0.0
4,-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,0.0
5,-1.0218490407414607,0.3284140531956675,-1.4539013804499696,-1.3154442950077407,0.0
6,-0.4160096885232043,1.0190043519716065,-1.3970639535363667,-1.3154442950077407,0.0
7,-1.1430169111851116,1.2492011182302531,-1.3402265266227635,-1.4470764792980415,0.0
8,-1.748856263403368,-0.1319794793216258,-1.3970639535363667,-1.3154442950077407,0.0
9,-0.9006811702978099,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,0.0
10,-1.0218490407414607,1.0190043519716065,-1.3970639535363667,-1.18381211071744,0.0
11,-1.6276883929597172,-1.7433568431321513,-1.3970639535363667,-1.18381211071744,0.0
12,-1.748856263403368,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0.0
13,-1.0218490407414607,1.0190043519716065,-1.2265516727955572,-0.7889155578465374,0.0
14,-0.9006811702978099,1.7095946507475455,-1.056039392054748,-1.052179926427139,0.0
15,-1.2641847816287635,-0.1319794793216258,-1.3402265266227635,-1.18381211071744,0.0
16,-0.9006811702978099,1.7095946507475455,-1.2265516727955572,-1.3154442950077407,0.0
17,-1.5065205225160663,0.3284140531956675,-1.3402265266227635,-1.3154442950077407,0.0
18,-0.6583454294105071,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,0.0
19,-1.0218490407414607,0.5586108194543131,-1.3402265266227635,-1.3154442950077407,0.0
20,1.401508368131565,0.3284140531956675,0.5354085615261401,0.2641419164758693,1.0
21,0.6745011454696578,0.3284140531956675,0.42173370769893376,0.3957741007661703,1.0
22,1.2803404976879142,0.09821728693702086,0.6490834153533465,0.3957741007661703,1.0
23,-0.4160096885232043,-1.7433568431321513,0.13754657313091806,0.13250973218556866,1.0
24,0.7956690159133086,-0.5923730118389191,0.4785711346125367,0.3957741007661703,1.0
