,0,1
0,-2.5873984766893527,0.0
1,-2.4099324970021785,0.0
2,-2.6488623343499187,0.0
3,-2.598736749100595,0.0
4,-2.636926878105799,0.0
5,-2.866241652118671,0.0
6,-2.6252380498503767,0.0
7,-2.8006841154482256,0.0
8,-2.9805020437819922,0.0
9,-2.5900063139680984,0.0
10,-2.7701024260279046,0.0
11,-2.8493687050430987,0.0
12,-2.997406546594907,0.0
13,-2.405614485097488,0.0
14,-2.209489237783684,0.0
15,-2.714451426757708,0.0
16,-2.5381482589989446,0.0
17,-2.8394621676428504,0.0
18,-2.543085749830398,0.0
19,-2.703359782335161,0.0
20,1.284825688858346,1.0
21,0.9324885323123153,1.0
22,1.46430232199139,1.0
23,0.18331771995837443,1.0
24,1.0881032577116647,1.0
25,0.641669084258079,1.0
26,1.0950606626324433,1.0
27,-0.749122669829652,1.0
28,1.0441318260534338,1.0
29,-0.008745404082893593,1.0
30,-0.5078408838353194,1.0
31,0.5116985574475965,1.0
32,0.2649765081120492,1.0
33,0.9849345104708886,1.0
34,-0.1739253716817668,1.0
35,0.9278607809442443,1.0
36,0.6602837616969373,1.0
37,0.23610499331767176,1.0
38,0.9447337280198154,1.0
39,0.04522697629870276,1.0
40,1.1162831773500477,1.0
41,0.357888417997307,1.0
42,1.298183875358914,1.0
43,0.9217289224470351,1.0
44,0.7148533259114096,1.0
45,0.900174373172165,1.0
46,1.3320244367220857,1.0
47,1.5578021550660672,1.0
48,0.8132906498175405,1.0
49,-0.3055837780243076,1.0
50,-0.06812649206836063,1.0
51,-0.18962247237849983,1.0
52,0.13642871155801473,1.0
53,1.3800264359155117,1.0
54,0.5880064433398644,1.0
55,0.8068583125004087,1.0
56,1.220690882444349,1.0
57,0.8150952357666013,1.0
58,0.24595767988669248,1.0
59,0.1664132171454593,1.0
60,0.4648002884037812,1.0
61,0.8908151984694479,1.0
62,0.23054802355945636,1.0
63,-0.7045317592446594,1.0
64,0.35698149470104834,1.0
65,0.3319344799450583,1.0
66,0.376215651066671,1.0
67,0.6425760075543367,1.0
68,-0.906469864948833,1.0
69,0.29900084187814446,1.0
70,2.5311927278036253,2.0
71,1.4152358767039033,2.0
72,2.6166760159956857,2.0
73,1.9715310530434342,2.0
74,2.350005920044638,2.0
75,3.3970387360532532,2.0
76,0.5212322439097781,2.0
77,2.9325870689936844,2.0
78,2.3212288165733774,2.0
79,2.916750966786066,2.0
80,1.6617741536365278,2.0
81,1.8034019529650909,2.0
82,2.1655917960801423,2.0
83,1.3461635794584534,2.0
84,1.5859282238732213,2.0
85,1.9044563747934244,2.0
86,1.9496890593990663,2.0
87,3.4870553642902715,2.0
88,3.795645422072881,2.0
89,1.3007917126376594,2.0
90,2.4278179130660416,2.0
91,1.1990011054655625,2.0
92,3.499920038924535,2.0
93,1.3887661316914652,2.0
94,2.275430503872201,2.0
95,2.6140904738108253,2.0
96,1.2585081605114876,2.0
97,1.2911320591150197,2.0
98,2.123608722773894,2.0
99,2.388003016003463,2.0
100,2.8416727781038675,2.0
101,3.2306736614320846,2.0
102,2.159437642489049,2.0
103,1.4441612423295087,2.0
104,1.7812948100451118,2.0
105,3.0764999316871817,2.0
106,2.144243314302078,2.0
107,1.9050981488140728,2.0
108,1.1693263393414988,2.0
109,2.1076111432572384,2.0
110,2.3141547052355973,2.0
111,1.9222678009025982,2.0
112,1.4152358767039033,2.0
113,2.563013375077472,2.0
114,2.4187461827328214,2.0
115,1.9441097945469652,2.0
116,1.5271666148145178,2.0
117,1.764345717044426,2.0
118,1.9009416142184197,2.0
119,1.3901888619479124,2.0
