,0,1
0,-0.6307029313944529,0.0
1,-0.6229049425319911,0.0
2,-0.669520395417932,0.0
3,-0.6541527588892053,0.0
4,-0.6487880559888725,0.0
5,-0.5352727781994511,0.0
6,-0.6565377899938523,0.0
7,-0.6257804985628277,0.0
8,-0.67564350431726,0.0
9,-0.6456446188852305,0.0
10,-0.5974082382364501,0.0
11,-0.6389431903256223,0.0
12,-0.6616125934478088,0.0
13,-0.7519679431888538,0.0
14,-0.6003715890013773,0.0
15,-0.5521572267261678,0.0
16,-0.5770535929878574,0.0
17,-0.6037992282085833,0.0
18,-0.5204834613310048,0.0
19,-0.6121975551048965,0.0
20,-0.5576743002488322,0.0
21,-0.5790126750545554,0.0
22,-0.7377846616970711,0.0
23,-0.5060938570165965,0.0
24,-0.6076075792343175,0.0
25,-0.5902105874078399,0.0
26,-0.5615278884939872,0.0
27,-0.6084537799674031,0.0
28,-0.6126178068000332,0.0
29,-0.6381847843266272,0.0
30,-0.6200996597322076,0.0
31,-0.5247573012712965,0.0
32,-0.6730445443401019,0.0
33,-0.6274553785259614,0.0
34,-0.6187409156993611,0.0
35,-0.6445537559251894,0.0
36,-0.5939323441717621,0.0
37,-0.68749570690469,0.0
38,-0.6923698848788331,0.0
39,-0.6139765508328797,0.0
40,-0.626048379635633,0.0
41,-0.6096939959117146,0.0
42,-0.7049322386077762,0.0
43,-0.5140016589867199,0.0
44,-0.5435130371306207,0.0
45,-0.6078051870760698,0.0
46,-0.6286560545936644,0.0
47,-0.6708791394507785,0.0
48,-0.6092121859663981,0.0
49,-0.6299445253954578,0.0
50,0.27995176630276153,1.0
51,0.21514137571473935,1.0
52,0.3222231060173575,1.0
53,0.059403013068203725,1.0
54,0.2625152345996751,1.0
55,0.10383104269124999,1.0
56,0.24485036170039232,1.0
57,-0.1715293856132758,1.0
58,0.2142305990934128,1.0
59,0.015324961909241042,1.0
60,0.05543659407732582,1.0
61,0.1758333867650701,1.0
62,0.04906762247876362,1.0
63,-0.15344426101885622,1.0
64,0.06697266073446873,1.0
65,0.03302937468513267,1.0
66,0.06621425473547382,1.0
67,0.13567919708231568,1.0
68,-0.1586345749232867,1.0
69,0.06205022790284365,1.0
70,0.622771338435538,2.0
71,0.34600960858349583,2.0
72,0.617986434427958,2.0
73,0.4177893088039317,2.0
74,0.5636212475370372,2.0
75,0.7501225989574094,2.0
76,0.13585780418855797,2.0
77,0.6089452119831233,2.0
78,0.5110202145758136,2.0
79,0.7206085411087575,2.0
80,0.42413506155664416,2.0
81,0.43772370235738767,2.0
82,0.5407937764497073,2.0
83,0.3632265140712587,2.0
84,0.4742469476483715,2.0
85,0.5139326307785075,2.0
86,0.42467082370225473,2.0
87,0.7490260386545562,2.0
88,0.8721942716082873,2.0
89,0.2829633719251705,2.0
90,0.6147331842166543,2.0
91,0.32213383205079427,2.0
92,0.7580304009275329,2.0
93,0.3572352366531637,2.0
94,0.5310367055205478,2.0
95,0.5469621225684562,2.0
96,0.3287049083616427,2.0
97,0.31478381059985283,2.0
98,0.5165855429559598,2.0
99,0.48482666253145723,2.0
100,0.6330436323692095,2.0
101,0.6874909166514087,2.0
102,0.5434892461418293,2.0
103,0.2911333576252869,2.0
104,0.3054101311939723,2.0
105,0.7635079345735882,2.0
106,0.5478056435967906,2.0
107,0.40658569910783515,2.0
108,0.2925346591728033,2.0
109,0.5358713436180824,2.0
110,0.6138649651099977,2.0
111,0.5583431388985163,2.0
112,0.34600960858349583,2.0
113,0.6238196438809094,2.0
114,0.6386515182640256,2.0
115,0.5514616240001933,2.0
116,0.4071464972650778,2.0
117,0.4471426189826888,2.0
118,0.48820758528677,2.0
119,0.31206632253416,2.0
