,0,1
0,-0.630702931394453,0.0
1,-0.622904942531991,0.0
2,-0.669520395417932,0.0
3,-0.6541527588892053,0.0
4,-0.6487880559888726,0.0
5,-0.5352727781994513,0.0
6,-0.6565377899938523,0.0
7,-0.6257804985628278,0.0
8,-0.6756435043172598,0.0
9,-0.6456446188852305,0.0
10,-0.5974082382364503,0.0
11,-0.6389431903256223,0.0
12,-0.6616125934478087,0.0
13,-0.7519679431888537,0.0
14,-0.6003715890013775,0.0
15,-0.5521572267261683,0.0
16,-0.5770535929878576,0.0
17,-0.6037992282085836,0.0
18,-0.520483461331005,0.0
19,-0.6121975551048966,0.0
20,-0.5576743002488322,0.0
21,-0.5790126750545556,0.0
22,-0.7377846616970712,0.0
23,-0.5060938570165966,0.0
24,-0.6076075792343175,0.0
25,-0.5902105874078398,0.0
26,-0.5615278884939873,0.0
27,-0.6084537799674032,0.0
28,-0.6126178068000332,0.0
29,-0.6381847843266272,0.0
30,-0.6200996597322076,0.0
31,-0.5247573012712965,0.0
32,-0.6730445443401022,0.0
33,-0.6274553785259618,0.0
34,-0.6187409156993611,0.0
35,-0.6445537559251894,0.0
36,-0.5939323441717622,0.0
37,-0.6874957069046901,0.0
38,-0.692369884878833,0.0
39,-0.6139765508328797,0.0
40,-0.6260483796356331,0.0
41,-0.6096939959117144,0.0
42,-0.7049322386077761,0.0
43,-0.5140016589867199,0.0
44,-0.5435130371306207,0.0
45,-0.6078051870760697,0.0
46,-0.6286560545936645,0.0
47,-0.6708791394507785,0.0
48,-0.6092121859663984,0.0
49,-0.6299445253954578,0.0
50,0.2799517663027614,1.0
51,0.21514137571473924,1.0
52,0.3222231060173576,1.0
53,0.05940301306820406,1.0
54,0.2625152345996753,1.0
55,0.10383104269125021,1.0
56,0.24485036170039232,1.0
57,-0.17152938561327546,1.0
58,0.2142305990934128,1.0
59,0.015324961909241264,1.0
60,-0.11371032303123796,1.0
61,0.13734837970263736,1.0
62,0.04399281902480745,1.0
63,0.19255976732664337,1.0
64,-0.008260915177083827,1.0
65,0.21948548888608388,1.0
66,0.13327214760409778,1.0
67,-0.0005757570603450723,1.0
68,0.254345248899559,1.0
69,-0.005608002999631823,1.0
70,0.2681683577139121,1.0
71,0.09882081512553442,1.0
72,0.2890864808244987,1.0
73,0.145033537819376,1.0
74,0.15928709254221196,1.0
75,0.2139627180206074,1.0
76,0.2919137819978531,1.0
77,0.36914899749077346,1.0
78,0.18676911538836172,1.0
79,-0.068769750108431,1.0
80,-0.021575977562209747,1.0
81,-0.058924884445180736,1.0
82,0.032341241917190566,1.0
83,0.28890639448578403,1.0
84,0.10966425214420172,1.0
85,0.18226693425187335,1.0
86,0.2777248031632581,1.0
87,0.19561540969619495,1.0
88,0.037683926443952465,1.0
89,0.04684065933926085,1.0
90,0.05543659407732615,1.0
91,0.1758333867650702,1.0
92,0.04906762247876395,1.0
93,-0.1534442610188559,1.0
94,0.06697266073446884,1.0
95,0.03302937468513267,1.0
96,0.06621425473547382,1.0
97,0.1356791970823158,1.0
98,-0.15863457492328636,1.0
99,0.06205022790284376,1.0
100,0.6227713384355381,2.0
101,0.34600960858349594,2.0
102,0.6179864344279581,2.0
103,0.41778930880393184,2.0
104,0.5636212475370376,2.0
105,0.7501225989574095,2.0
106,0.13585780418855842,2.0
107,0.6089452119831235,2.0
108,0.5110202145758137,2.0
109,0.7206085411087574,2.0
110,0.42413506155664404,2.0
111,0.4377237023573878,2.0
112,0.5407937764497074,2.0
113,0.36322651407125905,2.0
114,0.47424694764837183,2.0
115,0.5139326307785076,2.0
116,0.42467082370225484,2.0
117,0.7490260386545559,2.0
118,0.8721942716082874,2.0
119,0.28296337192517085,2.0
