Index,0,1,2,Ensemble_Decision
0,0.431,0.536,0.013,1
1,0.455,0.505,0.025,1
2,0.461,0.467,0.041,1
3,0.434,0.546,0.011,1
4,0.562,0.418,0.018,0
5,0.409,0.571,0.016,1
6,0.675,0.281,0.031,0
7,0.481,0.446,0.082,0
8,0.402,0.36,0.238,0
9,0.491,0.432,0.112,0
10,0.518,0.377,0.129,0
11,0.408,0.552,0.04,1
12,0.437,0.543,0.02,1
13,0.332,0.604,0.038,1
14,0.496,0.497,0.007,1
15,0.255,0.725,0.019,1
16,0.453,0.52,0.007,1
17,0.56,0.4,0.06,0
18,0.435,0.54,0.011,1
19,0.433,0.547,0.008,1
20,0.525,0.425,0.043,0
21,0.522,0.46,0.019,0
22,0.463,0.513,0.025,1
23,0.407,0.573,0.017,1
24,0.398,0.567,0.035,1
25,0.5,0.476,0.023,0
26,0.662,0.312,0.023,0
27,0.536,0.426,0.039,0
28,0.412,0.572,0.008,1
29,0.618,0.359,0.024,0
30,0.5,0.473,0.017,0
31,0.359,0.595,0.055,1
32,0.431,0.55,0.024,1
33,0.45,0.48,0.061,1
34,0.507,0.444,0.029,0
35,0.467,0.488,0.035,1
36,0.355,0.605,0.039,1
37,0.408,0.573,0.019,1
38,0.438,0.51,0.049,1
39,0.459,0.506,0.016,1
40,0.412,0.568,0.016,1
41,0.406,0.514,0.055,1
42,0.411,0.564,0.01,1
43,0.468,0.501,0.012,1
44,0.483,0.499,0.017,1
45,0.487,0.457,0.025,0
46,0.417,0.52,0.046,1
47,0.53,0.426,0.029,0
48,0.444,0.531,0.02,1
49,0.52,0.469,0.011,0
50,0.456,0.516,0.028,1
51,0.548,0.443,0.009,0
52,0.49,0.493,0.01,1
53,0.547,0.446,0.007,0
54,0.556,0.411,0.026,0
55,0.418,0.562,0.024,1
56,0.412,0.579,0.004,1
57,0.53,0.439,0.05,0
58,0.482,0.451,0.092,0
59,0.436,0.537,0.02,1
60,0.484,0.493,0.024,1
61,0.415,0.565,0.011,1
62,0.413,0.568,0.005,1
63,0.492,0.495,0.008,1
64,0.124,0.851,0.025,1
65,0.431,0.544,0.009,1
66,0.357,0.612,0.025,1
67,0.341,0.635,0.009,1
68,0.515,0.41,0.035,0
69,0.344,0.637,0.013,1
70,0.469,0.481,0.03,1
71,0.503,0.478,0.018,0
72,0.509,0.426,0.05,0
73,0.433,0.42,0.139,0
74,0.416,0.533,0.051,1
75,0.425,0.555,0.014,1
76,0.393,0.597,0.03,1
77,0.493,0.481,0.022,0
78,0.492,0.475,0.033,0
79,0.466,0.506,0.018,1
80,0.401,0.569,0.03,1
81,0.436,0.501,0.035,1
82,0.581,0.365,0.084,0
83,0.41,0.571,0.013,1
84,0.414,0.567,0.011,1
85,0.437,0.534,0.019,1
86,0.541,0.445,0.014,0
87,0.385,0.519,0.072,1
88,0.558,0.408,0.05,0
89,0.526,0.449,0.022,0
90,0.536,0.435,0.014,0
91,0.449,0.532,0.007,1
92,0.448,0.461,0.079,1
93,0.455,0.525,0.01,1
94,0.63,0.327,0.056,0
95,0.406,0.578,0.012,1
96,0.637,0.333,0.03,0
97,0.46,0.519,0.021,1
98,0.543,0.446,0.016,0
99,0.393,0.602,0.023,1
100,0.43,0.545,0.03,1
101,0.557,0.41,0.024,0
102,0.59,0.383,0.017,0
103,0.48,0.43,0.049,0
104,0.458,0.515,0.011,1
105,0.474,0.469,0.057,0
106,0.395,0.585,0.026,1
107,0.499,0.491,0.01,0
108,0.507,0.474,0.007,0
109,0.443,0.518,0.027,1
110,0.413,0.567,0.005,1
111,0.582,0.401,0.019,0
112,0.427,0.534,0.02,1
113,0.467,0.499,0.023,1
114,0.518,0.407,0.039,0
115,0.488,0.483,0.019,0
116,0.334,0.415,0.17,1
117,0.512,0.444,0.035,0
118,0.471,0.505,0.015,1
119,0.524,0.394,0.046,0
120,0.524,0.44,0.045,0
121,0.435,0.528,0.037,1
122,0.53,0.439,0.013,0
123,0.501,0.488,0.01,0
124,0.564,0.416,0.029,0
125,0.444,0.49,0.036,1
126,0.429,0.506,0.035,1
127,0.485,0.479,0.035,0
128,0.425,0.533,0.035,1
129,0.436,0.525,0.029,1
130,0.512,0.42,0.055,0
131,0.519,0.418,0.063,0
132,0.42,0.561,0.017,1
133,0.545,0.411,0.034,0
134,0.53,0.454,0.016,0
135,0.413,0.54,0.039,1
136,0.506,0.454,0.03,0
137,0.51,0.474,0.013,0
138,0.468,0.505,0.008,1
139,0.583,0.349,0.05,0
140,0.417,0.52,0.05,1
141,0.449,0.521,0.02,1
142,0.442,0.521,0.028,1
143,0.484,0.481,0.017,0
144,0.408,0.567,0.025,1
145,0.443,0.478,0.079,1
146,0.406,0.445,0.121,1
147,0.438,0.478,0.085,1
148,0.449,0.512,0.04,1
149,0.467,0.495,0.036,1
150,0.329,0.546,0.12,1
151,0.49,0.498,0.012,1
152,0.479,0.464,0.03,0
153,0.417,0.554,0.025,1
154,0.546,0.394,0.06,0
155,0.432,0.539,0.015,1
156,0.358,0.625,0.024,1
157,0.525,0.45,0.019,0
158,0.414,0.554,0.023,1
159,0.64,0.34,0.02,0
160,0.46,0.506,0.025,1
161,0.478,0.49,0.018,1
162,0.589,0.391,0.033,0
163,0.499,0.464,0.017,0
164,0.414,0.542,0.045,1
165,0.41,0.572,0.035,1
166,0.577,0.375,0.025,0
167,0.411,0.569,0.019,1
168,0.408,0.564,0.023,1
169,0.512,0.421,0.067,0
170,0.444,0.512,0.035,1
171,0.456,0.521,0.014,1
172,0.578,0.307,0.117,0
173,0.444,0.402,0.148,0
174,0.307,0.477,0.249,1
175,0.426,0.556,0.044,1
176,0.384,0.592,0.025,1
177,0.418,0.513,0.057,1
178,0.493,0.468,0.03,0
179,0.452,0.511,0.033,1
180,0.439,0.538,0.024,1
181,0.321,0.66,0.011,1
182,0.418,0.563,0.017,1
183,0.453,0.501,0.041,1
184,0.452,0.499,0.043,1
185,0.553,0.3,0.164,0
186,0.498,0.44,0.03,0
187,0.444,0.497,0.049,1
188,0.471,0.517,0.011,1
189,0.424,0.495,0.095,1
190,0.481,0.444,0.038,0
191,0.43,0.469,0.067,1
192,0.504,0.475,0.021,0
193,0.454,0.511,0.025,1
194,0.03,0.96,0.01,1
195,0.469,0.489,0.02,1
196,0.375,0.431,0.254,1
197,0.402,0.561,0.043,1
198,0.455,0.501,0.029,1
199,0.446,0.526,0.009,1
200,0.444,0.539,0.02,1
201,0.5,0.475,0.016,0
202,0.501,0.463,0.017,0
203,0.45,0.426,0.146,0
204,0.515,0.446,0.033,0
205,0.451,0.519,0.02,1
206,0.534,0.418,0.067,0
207,0.476,0.489,0.026,1
208,0.402,0.478,0.128,1
209,0.346,0.614,0.04,1
210,0.513,0.44,0.042,0
211,0.409,0.569,0.024,1
212,0.459,0.506,0.016,1
213,0.439,0.448,0.083,1
214,0.462,0.503,0.021,1
215,0.505,0.425,0.07,0
216,0.461,0.485,0.017,1
217,0.444,0.523,0.013,1
218,0.467,0.505,0.019,1
219,0.523,0.428,0.044,0
220,0.483,0.493,0.01,1
221,0.41,0.57,0.016,1
222,0.551,0.432,0.016,0
223,0.495,0.475,0.015,0
224,0.54,0.423,0.04,0
225,0.494,0.472,0.027,0
226,0.478,0.468,0.031,0
227,0.411,0.558,0.022,1
228,0.409,0.573,0.024,1
229,0.434,0.547,0.008,1
230,0.601,0.357,0.03,0
231,0.44,0.541,0.008,1
232,0.438,0.512,0.032,1
233,0.618,0.359,0.023,0
234,0.413,0.553,0.034,1
235,0.5,0.476,0.024,0
236,0.349,0.63,0.021,1
237,0.499,0.44,0.045,0
238,0.464,0.508,0.014,1
239,0.501,0.438,0.101,0
240,0.416,0.544,0.039,1
241,0.433,0.456,0.09,1
242,0.41,0.528,0.057,1
243,0.703,0.277,0.015,0
244,0.373,0.605,0.02,1
245,0.399,0.567,0.033,1
246,0.425,0.495,0.085,1
247,0.479,0.487,0.027,1
248,0.397,0.568,0.034,1
249,0.466,0.492,0.03,1
250,0.392,0.603,0.01,1
251,0.409,0.548,0.039,1
252,0.533,0.454,0.014,0
253,0.51,0.464,0.021,0
