Index,0,1,2,Ensemble_Decision
0,0.58,0.393,0.026,0
1,0.454,0.5,0.036,1
2,0.529,0.365,0.073,0
3,0.399,0.55,0.051,1
4,0.454,0.499,0.022,1
5,0.407,0.516,0.048,1
6,0.491,0.468,0.041,0
7,0.409,0.545,0.043,1
8,0.468,0.462,0.041,0
9,0.534,0.45,0.013,0
10,0.463,0.497,0.019,1
11,0.422,0.555,0.021,1
12,0.419,0.555,0.021,1
13,0.479,0.49,0.031,1
14,0.463,0.496,0.025,1
15,0.602,0.375,0.022,0
16,0.617,0.362,0.02,0
17,0.461,0.496,0.021,1
18,0.451,0.499,0.05,1
19,0.465,0.479,0.091,1
20,0.465,0.493,0.021,1
21,0.379,0.609,0.012,1
22,0.429,0.55,0.026,1
23,0.329,0.653,0.018,1
24,0.341,0.625,0.031,1
25,0.475,0.501,0.023,1
26,0.654,0.324,0.021,0
27,0.456,0.45,0.048,0
28,0.337,0.475,0.187,1
29,0.536,0.444,0.041,0
30,0.463,0.501,0.014,1
31,0.458,0.502,0.024,1
32,0.429,0.493,0.061,1
33,0.329,0.55,0.039,1
34,0.509,0.46,0.025,0
35,0.397,0.581,0.021,1
36,0.279,0.695,0.026,1
37,0.529,0.45,0.019,0
38,0.602,0.372,0.027,0
39,0.582,0.376,0.038,0
40,0.489,0.49,0.02,1
41,0.598,0.38,0.019,0
42,0.449,0.505,0.046,1
43,0.407,0.465,0.149,1
44,0.53,0.448,0.036,0
45,0.419,0.555,0.021,1
46,0.501,0.479,0.016,0
47,0.466,0.493,0.025,1
48,0.429,0.552,0.016,1
49,0.427,0.538,0.031,1
50,0.532,0.448,0.03,0
51,0.364,0.6,0.032,1
52,0.429,0.55,0.031,1
53,0.606,0.345,0.045,0
54,0.429,0.525,0.046,1
55,0.414,0.555,0.028,1
56,0.536,0.441,0.026,0
57,0.339,0.638,0.019,1
58,0.579,0.395,0.022,0
59,0.538,0.442,0.021,0
60,0.429,0.55,0.036,1
61,0.456,0.498,0.031,1
62,0.325,0.551,0.064,1
63,0.328,0.556,0.056,1
64,0.419,0.551,0.05,1
65,0.284,0.55,0.123,1
66,0.418,0.553,0.021,1
67,0.441,0.535,0.021,1
68,0.429,0.55,0.021,1
69,0.429,0.535,0.041,1
70,0.329,0.65,0.022,1
71,0.333,0.558,0.04,1
72,0.482,0.485,0.033,1
73,0.427,0.504,0.051,1
74,0.319,0.628,0.046,1
75,0.339,0.639,0.021,1
76,0.467,0.464,0.045,0
77,0.501,0.475,0.022,0
78,0.459,0.493,0.04,1
79,0.452,0.501,0.041,1
80,0.474,0.47,0.047,0
81,0.457,0.49,0.02,1
82,0.449,0.513,0.021,1
83,0.354,0.5,0.121,1
84,0.426,0.533,0.036,1
85,0.429,0.552,0.024,1
86,0.462,0.503,0.014,1
87,0.434,0.477,0.086,1
88,0.457,0.505,0.023,1
89,0.266,0.652,0.078,1
90,0.389,0.594,0.016,1
91,0.456,0.499,0.031,1
92,0.46,0.504,0.02,1
93,0.449,0.502,0.021,1
94,0.477,0.5,0.023,1
95,0.44,0.502,0.019,1
96,0.481,0.46,0.061,0
97,0.439,0.54,0.021,1
98,0.5,0.465,0.035,0
99,0.452,0.48,0.044,1
100,0.34,0.644,0.017,1
101,0.347,0.625,0.021,1
102,0.429,0.491,0.084,1
103,0.457,0.5,0.043,1
104,0.451,0.507,0.04,1
105,0.454,0.465,0.046,1
106,0.429,0.55,0.021,1
107,0.444,0.535,0.02,1
108,0.462,0.497,0.04,1
109,0.462,0.5,0.033,1
110,0.426,0.5,0.079,1
111,0.529,0.45,0.02,0
112,0.459,0.501,0.039,1
113,0.419,0.54,0.04,1
114,0.33,0.596,0.05,1
115,0.446,0.504,0.05,1
116,0.424,0.555,0.025,1
117,0.529,0.45,0.025,0
118,0.328,0.449,0.223,1
119,0.456,0.507,0.015,1
120,0.464,0.501,0.014,1
121,0.429,0.552,0.035,1
122,0.428,0.556,0.031,1
123,0.444,0.533,0.021,1
124,0.529,0.449,0.021,0
125,0.454,0.501,0.026,1
126,0.328,0.65,0.021,1
127,0.439,0.501,0.038,1
128,0.531,0.448,0.022,0
129,0.459,0.497,0.026,1
130,0.389,0.535,0.077,1
131,0.509,0.464,0.026,0
132,0.416,0.552,0.023,1
133,0.428,0.55,0.021,1
134,0.375,0.593,0.026,1
135,0.434,0.525,0.04,1
136,0.463,0.5,0.036,1
137,0.492,0.483,0.041,0
138,0.466,0.493,0.02,1
139,0.414,0.554,0.026,1
140,0.307,0.645,0.049,1
141,0.397,0.538,0.046,1
142,0.479,0.45,0.047,0
143,0.455,0.505,0.019,1
144,0.422,0.502,0.047,1
145,0.427,0.55,0.021,1
146,0.429,0.55,0.033,1
147,0.458,0.504,0.018,1
148,0.459,0.499,0.026,1
149,0.424,0.545,0.031,1
150,0.575,0.4,0.021,0
151,0.354,0.55,0.037,1
152,0.461,0.499,0.04,1
153,0.458,0.502,0.039,1
154,0.354,0.627,0.019,1
155,0.422,0.545,0.049,1
156,0.565,0.404,0.03,0
157,0.46,0.465,0.039,1
158,0.454,0.498,0.048,1
159,0.414,0.532,0.037,1
160,0.464,0.51,0.023,1
161,0.462,0.5,0.032,1
162,0.529,0.35,0.058,0
163,0.554,0.41,0.029,0
164,0.429,0.55,0.041,1
165,0.339,0.55,0.051,1
166,0.52,0.453,0.018,0
167,0.364,0.605,0.031,1
168,0.349,0.55,0.076,1
169,0.452,0.501,0.047,1
170,0.452,0.513,0.019,1
171,0.454,0.502,0.021,1
172,0.479,0.495,0.026,1
173,0.638,0.343,0.019,0
174,0.488,0.49,0.022,1
175,0.429,0.55,0.036,1
176,0.461,0.448,0.086,0
177,0.328,0.55,0.068,1
178,0.537,0.445,0.029,0
179,0.457,0.45,0.042,0
180,0.464,0.493,0.036,1
181,0.406,0.55,0.046,1
182,0.409,0.565,0.026,1
183,0.454,0.5,0.036,1
184,0.329,0.653,0.017,1
185,0.531,0.447,0.031,0
186,0.244,0.735,0.016,1
187,0.6,0.347,0.039,0
188,0.501,0.478,0.021,0
189,0.522,0.449,0.039,0
190,0.329,0.645,0.031,1
191,0.465,0.503,0.027,1
192,0.334,0.55,0.041,1
193,0.408,0.58,0.012,1
194,0.344,0.615,0.036,1
195,0.454,0.448,0.121,0
196,0.429,0.448,0.121,1
197,0.444,0.53,0.023,1
198,0.537,0.446,0.017,0
199,0.349,0.54,0.111,1
200,0.429,0.558,0.012,1
201,0.449,0.53,0.018,1
202,0.429,0.55,0.03,1
203,0.484,0.475,0.037,0
204,0.44,0.543,0.017,1
205,0.429,0.447,0.121,1
206,0.49,0.467,0.046,0
207,0.325,0.66,0.025,1
208,0.426,0.55,0.021,1
209,0.364,0.496,0.121,1
210,0.464,0.51,0.021,1
211,0.529,0.45,0.043,0
212,0.457,0.503,0.019,1
213,0.456,0.502,0.041,1
214,0.529,0.45,0.02,0
215,0.458,0.507,0.019,1
216,0.419,0.523,0.048,1
217,0.318,0.558,0.094,1
218,0.576,0.376,0.041,0
219,0.458,0.5,0.026,1
220,0.428,0.55,0.021,1
221,0.364,0.595,0.038,1
222,0.474,0.465,0.052,0
223,0.444,0.45,0.05,1
224,0.422,0.553,0.045,1
225,0.456,0.504,0.024,1
226,0.459,0.495,0.054,1
227,0.46,0.515,0.02,1
228,0.46,0.501,0.029,1
229,0.462,0.499,0.018,1
230,0.53,0.351,0.06,0
231,0.324,0.55,0.136,1
232,0.323,0.63,0.046,1
233,0.529,0.449,0.021,0
234,0.519,0.445,0.035,0
235,0.564,0.395,0.041,0
236,0.444,0.499,0.093,1
237,0.614,0.365,0.021,0
238,0.369,0.61,0.019,1
239,0.466,0.486,0.038,1
240,0.584,0.375,0.032,0
241,0.55,0.415,0.031,0
242,0.466,0.495,0.018,1
243,0.379,0.45,0.163,1
244,0.329,0.65,0.017,1
245,0.46,0.503,0.037,1
246,0.516,0.455,0.027,0
247,0.429,0.55,0.029,1
248,0.348,0.55,0.107,1
249,0.537,0.443,0.019,0
250,0.426,0.551,0.044,1
251,0.429,0.5,0.043,1
252,0.473,0.472,0.056,0
253,0.422,0.552,0.046,1
254,0.602,0.369,0.029,0
255,0.466,0.494,0.033,1
256,0.349,0.62,0.031,1
257,0.465,0.494,0.024,1
258,0.556,0.424,0.021,0
259,0.399,0.555,0.041,1
260,0.428,0.55,0.044,1
261,0.519,0.448,0.031,0
262,0.459,0.498,0.026,1
263,0.422,0.5,0.078,1
264,0.521,0.449,0.036,0
265,0.429,0.54,0.036,1
266,0.339,0.64,0.02,1
267,0.321,0.652,0.036,1
268,0.459,0.45,0.036,0
269,0.46,0.5,0.019,1
270,0.429,0.449,0.121,1
271,0.524,0.45,0.041,0
272,0.428,0.39,0.221,0
273,0.538,0.446,0.022,0
274,0.474,0.499,0.021,1
275,0.464,0.515,0.016,1
276,0.53,0.45,0.024,0
277,0.27,0.529,0.131,1
278,0.514,0.465,0.02,0
279,0.629,0.35,0.036,0
280,0.37,0.604,0.021,1
281,0.459,0.498,0.021,1
282,0.555,0.406,0.039,0
283,0.49,0.495,0.014,1
284,0.379,0.585,0.032,1
285,0.445,0.45,0.108,1
286,0.426,0.53,0.047,1
287,0.519,0.452,0.026,0
288,0.529,0.45,0.031,0
289,0.558,0.425,0.017,0
290,0.513,0.465,0.022,0
291,0.327,0.657,0.016,1
292,0.461,0.489,0.036,1
293,0.45,0.513,0.036,1
294,0.462,0.449,0.04,0
295,0.429,0.55,0.02,1
296,0.344,0.618,0.041,1
297,0.569,0.39,0.041,0
298,0.459,0.502,0.023,1
299,0.456,0.507,0.017,1
300,0.457,0.509,0.014,1
301,0.299,0.617,0.086,1
302,0.452,0.499,0.02,1
303,0.355,0.469,0.165,1
304,0.463,0.501,0.036,1
305,0.537,0.443,0.03,0
306,0.522,0.461,0.017,0
307,0.464,0.48,0.046,1
308,0.464,0.496,0.024,1
309,0.334,0.64,0.026,1
310,0.414,0.565,0.021,1
311,0.329,0.63,0.036,1
312,0.429,0.553,0.018,1
313,0.535,0.349,0.037,0
314,0.455,0.507,0.022,1
315,0.461,0.515,0.013,1
316,0.429,0.535,0.034,1
317,0.354,0.61,0.035,1
318,0.529,0.45,0.024,0
319,0.535,0.444,0.021,0
320,0.451,0.47,0.058,1
321,0.481,0.485,0.032,1
322,0.483,0.424,0.096,0
323,0.501,0.478,0.021,0
324,0.429,0.55,0.02,1
325,0.399,0.555,0.039,1
326,0.46,0.45,0.091,0
327,0.461,0.499,0.028,1
328,0.469,0.5,0.031,1
329,0.536,0.433,0.031,0
330,0.567,0.4,0.031,0
331,0.359,0.615,0.026,1
332,0.374,0.594,0.029,1
333,0.452,0.507,0.02,1
334,0.447,0.521,0.017,1
335,0.446,0.519,0.035,1
336,0.407,0.573,0.02,1
337,0.492,0.486,0.021,0
338,0.429,0.545,0.019,1
339,0.526,0.447,0.026,0
