Index,0,1,2,Ensemble_Decision
0,0.578,0.405,0.018,0
1,0.445,0.496,0.075,1
2,0.447,0.527,0.007,1
3,0.55,0.447,0.003,0
4,0.428,0.554,0.019,1
5,0.432,0.545,0.004,1
6,0.404,0.524,0.094,1
7,0.488,0.447,0.056,0
8,0.357,0.577,0.031,1
9,0.54,0.438,0.01,0
10,0.412,0.572,0.007,1
11,0.512,0.461,0.02,0
12,0.46,0.514,0.012,1
13,0.456,0.503,0.042,1
14,0.47,0.5,0.01,1
15,0.473,0.447,0.04,0
16,0.477,0.482,0.041,1
17,0.414,0.548,0.028,1
18,0.463,0.502,0.035,1
19,0.459,0.477,0.048,1
20,0.519,0.435,0.041,0
21,0.54,0.446,0.014,0
22,0.468,0.5,0.019,1
23,0.585,0.413,0.016,0
24,0.4,0.34,0.26,0
25,0.38,0.61,0.01,1
26,0.555,0.428,0.01,0
27,0.38,0.412,0.283,1
28,0.363,0.544,0.128,1
29,0.578,0.409,0.013,0
30,0.455,0.525,0.004,1
31,0.55,0.446,0.005,0
32,0.468,0.504,0.024,1
33,0.546,0.348,0.034,0
34,0.533,0.449,0.01,0
35,0.459,0.519,0.021,1
36,0.529,0.448,0.005,0
37,0.355,0.535,0.11,1
38,0.497,0.491,0.008,0
39,0.506,0.459,0.035,0
40,0.441,0.534,0.02,1
41,0.541,0.458,0.002,0
42,0.335,0.641,0.008,1
43,0.39,0.255,0.355,0
44,0.465,0.489,0.051,1
45,0.461,0.5,0.014,1
46,0.43,0.509,0.027,1
47,0.421,0.557,0.012,1
48,0.478,0.495,0.006,1
49,0.41,0.548,0.042,1
50,0.503,0.439,0.051,0
51,0.462,0.506,0.011,1
52,0.434,0.505,0.045,1
53,0.436,0.488,0.062,1
54,0.634,0.349,0.014,0
55,0.517,0.479,0.004,0
56,0.611,0.379,0.007,0
57,0.511,0.467,0.04,0
58,0.591,0.405,0.004,0
59,0.55,0.41,0.075,0
60,0.367,0.614,0.002,1
61,0.421,0.543,0.035,1
62,0.43,0.549,0.036,1
63,0.475,0.5,0.01,1
64,0.404,0.553,0.037,1
65,0.31,0.607,0.081,1
66,0.324,0.511,0.046,1
67,0.364,0.586,0.039,1
68,0.461,0.503,0.019,1
69,0.484,0.472,0.03,0
70,0.509,0.464,0.011,0
71,0.504,0.453,0.044,0
72,0.453,0.506,0.02,1
73,0.396,0.447,0.134,1
74,0.526,0.456,0.042,0
75,0.494,0.479,0.007,0
76,0.473,0.34,0.133,0
77,0.42,0.563,0.007,1
78,0.424,0.552,0.009,1
79,0.726,0.202,0.047,0
80,0.312,0.663,0.006,1
81,0.395,0.545,0.083,1
82,0.448,0.539,0.013,1
83,0.454,0.54,0.006,1
84,0.439,0.486,0.077,1
85,0.224,0.775,0.006,1
86,0.402,0.498,0.021,1
87,0.561,0.428,0.012,0
88,0.508,0.472,0.002,0
89,0.14,0.858,0.002,1
90,0.538,0.437,0.013,0
91,0.441,0.544,0.029,1
92,0.508,0.474,0.019,0
93,0.71,0.211,0.074,0
94,0.471,0.497,0.011,1
95,0.728,0.258,0.029,0
96,0.577,0.403,0.018,0
97,0.472,0.512,0.007,1
98,0.466,0.507,0.008,1
99,0.456,0.525,0.013,1
100,0.324,0.634,0.021,1
101,0.322,0.455,0.22,1
102,0.326,0.574,0.052,1
103,0.501,0.495,0.009,0
104,0.425,0.557,0.004,1
105,0.423,0.397,0.128,0
106,0.781,0.201,0.0,0
107,0.416,0.429,0.122,1
108,0.428,0.536,0.032,1
109,0.537,0.445,0.005,0
110,0.448,0.529,0.017,1
111,0.354,0.587,0.018,1
112,0.333,0.205,0.297,0
113,0.503,0.445,0.031,0
114,0.505,0.429,0.037,0
115,0.469,0.453,0.057,0
116,0.405,0.581,0.019,1
117,0.474,0.501,0.017,1
118,0.381,0.508,0.065,1
119,0.419,0.557,0.007,1
120,0.437,0.559,0.002,1
121,0.431,0.565,0.003,1
122,0.514,0.457,0.025,0
123,0.47,0.509,0.001,1
124,0.414,0.568,0.014,1
125,0.353,0.627,0.004,1
126,0.423,0.555,0.028,1
127,0.44,0.507,0.042,1
128,0.382,0.541,0.036,1
129,0.404,0.536,0.074,1
130,0.467,0.448,0.036,0
131,0.508,0.429,0.046,0
132,0.43,0.46,0.038,1
133,0.543,0.436,0.021,0
134,0.417,0.55,0.024,1
135,0.475,0.479,0.04,1
136,0.356,0.625,0.007,1
137,0.486,0.472,0.065,0
138,0.366,0.544,0.032,1
139,0.265,0.662,0.062,1
140,0.488,0.479,0.013,0
141,0.454,0.524,0.031,1
142,0.567,0.426,0.013,0
143,0.338,0.585,0.077,1
144,0.471,0.479,0.05,1
145,0.479,0.493,0.004,1
146,0.52,0.466,0.011,0
147,0.55,0.41,0.037,0
148,0.499,0.495,0.003,0
149,0.487,0.479,0.031,0
150,0.668,0.316,0.008,0
151,0.461,0.514,0.012,1
152,0.467,0.51,0.002,1
153,0.41,0.572,0.006,1
154,0.364,0.631,0.005,1
155,0.409,0.376,0.26,0
156,0.475,0.488,0.017,1
157,0.414,0.517,0.026,1
158,0.452,0.45,0.093,0
159,0.439,0.434,0.157,0
160,0.478,0.508,0.013,1
161,0.343,0.637,0.019,1
162,0.591,0.382,0.027,0
163,0.339,0.655,0.007,1
164,0.44,0.53,0.015,1
165,0.357,0.621,0.009,1
166,0.321,0.65,0.014,1
167,0.335,0.642,0.011,1
168,0.461,0.516,0.044,1
169,0.482,0.495,0.01,1
170,0.401,0.579,0.022,1
171,0.446,0.46,0.055,1
172,0.441,0.535,0.015,1
173,0.664,0.332,0.009,0
174,0.418,0.56,0.008,1
175,0.475,0.503,0.004,1
176,0.615,0.374,0.011,0
177,0.395,0.548,0.046,1
178,0.45,0.522,0.007,1
179,0.264,0.572,0.108,1
180,0.48,0.481,0.039,1
181,0.436,0.535,0.053,1
182,0.477,0.489,0.025,1
183,0.524,0.451,0.038,0
184,0.49,0.493,0.007,1
185,0.44,0.528,0.013,1
186,0.443,0.522,0.038,1
187,0.482,0.484,0.033,1
188,0.521,0.419,0.052,0
189,0.529,0.455,0.006,0
190,0.383,0.539,0.03,1
191,0.607,0.364,0.02,0
192,0.46,0.517,0.002,1
193,0.503,0.477,0.002,0
194,0.501,0.476,0.008,0
195,0.364,0.595,0.021,1
196,0.358,0.308,0.239,0
197,0.2,0.785,0.015,1
198,0.543,0.453,0.004,0
199,0.468,0.513,0.015,1
200,0.423,0.515,0.062,1
201,0.352,0.621,0.009,1
202,0.484,0.484,0.016,0
203,0.413,0.561,0.011,1
204,0.369,0.626,0.008,1
205,0.437,0.471,0.052,1
206,0.425,0.551,0.059,1
207,0.394,0.521,0.059,1
208,0.461,0.507,0.031,1
209,0.484,0.496,0.011,1
210,0.461,0.511,0.015,1
211,0.278,0.61,0.096,1
212,0.405,0.529,0.051,1
213,0.529,0.429,0.027,0
214,0.527,0.425,0.068,0
215,0.533,0.452,0.007,0
216,0.406,0.567,0.017,1
217,0.372,0.545,0.053,1
218,0.444,0.49,0.066,1
219,0.439,0.528,0.027,1
220,0.392,0.587,0.033,1
221,0.486,0.493,0.011,1
222,0.419,0.558,0.003,1
223,0.52,0.441,0.039,0
224,0.533,0.449,0.007,0
