Index,0,1,2,Ensemble_Decision
0,0.4,0.568,0.028,1
1,0.375,0.6,0.02,1
2,0.513,0.474,0.005,0
3,0.487,0.485,0.018,0
4,0.404,0.536,0.08,1
5,0.448,0.524,0.014,1
6,0.519,0.434,0.027,0
7,0.547,0.432,0.002,0
8,0.523,0.446,0.02,0
9,0.55,0.434,0.013,0
10,0.369,0.518,0.126,1
11,0.464,0.514,0.004,1
12,0.392,0.473,0.188,1
13,0.507,0.471,0.009,0
14,0.385,0.58,0.035,1
15,0.519,0.45,0.018,0
16,0.456,0.516,0.011,1
17,0.356,0.613,0.027,1
18,0.517,0.464,0.002,0
19,0.547,0.43,0.025,0
20,0.523,0.453,0.007,0
21,0.414,0.568,0.02,1
22,0.416,0.549,0.032,1
23,0.435,0.52,0.021,1
24,0.456,0.543,0.001,1
25,0.443,0.524,0.017,1
26,0.407,0.563,0.022,1
27,0.484,0.482,0.011,0
28,0.55,0.43,0.016,0
29,0.515,0.428,0.112,0
30,0.542,0.42,0.038,0
31,0.432,0.547,0.02,1
32,0.514,0.463,0.023,0
33,0.433,0.522,0.037,1
34,0.497,0.498,0.001,1
35,0.396,0.582,0.014,1
36,0.311,0.673,0.013,1
37,0.433,0.527,0.026,1
38,0.443,0.529,0.028,1
39,0.459,0.511,0.021,1
40,0.373,0.602,0.01,1
41,0.405,0.569,0.013,1
42,0.523,0.45,0.021,0
43,0.416,0.511,0.025,1
44,0.416,0.41,0.084,0
45,0.479,0.486,0.028,1
46,0.417,0.582,0.001,1
47,0.458,0.488,0.02,1
48,0.346,0.638,0.007,1
49,0.431,0.533,0.036,1
50,0.427,0.539,0.029,1
51,0.429,0.543,0.01,1
52,0.308,0.664,0.028,1
53,0.44,0.427,0.155,0
54,0.443,0.553,0.004,1
55,0.493,0.476,0.025,0
56,0.354,0.526,0.193,1
57,0.495,0.499,0.006,1
58,0.401,0.582,0.014,1
59,0.523,0.471,0.005,0
60,0.425,0.564,0.005,1
61,0.516,0.434,0.023,0
62,0.369,0.494,0.14,1
63,0.44,0.501,0.091,1
64,0.555,0.443,0.002,0
65,0.354,0.559,0.13,1
66,0.419,0.562,0.017,1
67,0.458,0.493,0.049,1
68,0.437,0.539,0.012,1
69,0.406,0.495,0.102,1
70,0.398,0.491,0.031,1
71,0.356,0.625,0.005,1
72,0.547,0.431,0.013,0
73,0.485,0.487,0.027,1
74,0.6,0.385,0.015,0
75,0.459,0.516,0.025,1
76,0.445,0.536,0.011,1
77,0.403,0.568,0.025,1
78,0.443,0.533,0.006,1
79,0.511,0.475,0.009,0
80,0.424,0.491,0.026,1
81,0.518,0.463,0.016,0
82,0.332,0.524,0.155,1
83,0.514,0.462,0.009,0
84,0.526,0.468,0.005,0
85,0.414,0.566,0.02,1
86,0.499,0.474,0.016,0
87,0.514,0.477,0.001,0
88,0.543,0.407,0.038,0
89,0.44,0.544,0.009,1
90,0.427,0.547,0.008,1
91,0.585,0.397,0.003,0
92,0.475,0.507,0.017,1
93,0.475,0.499,0.01,1
94,0.523,0.457,0.002,0
95,0.42,0.383,0.137,0
96,0.459,0.527,0.011,1
97,0.487,0.498,0.006,1
98,0.604,0.367,0.011,0
99,0.615,0.362,0.006,0
100,0.518,0.459,0.01,0
101,0.438,0.522,0.03,1
102,0.4,0.567,0.035,1
103,0.4,0.577,0.015,1
104,0.764,0.236,0.02,0
105,0.322,0.675,0.0,1
106,0.57,0.415,0.019,0
107,0.348,0.639,0.001,1
108,0.59,0.409,0.015,0
109,0.55,0.43,0.02,0
110,0.407,0.518,0.043,1
111,0.448,0.536,0.007,1
112,0.414,0.565,0.017,1
113,0.492,0.44,0.043,0
114,0.417,0.553,0.015,1
115,0.54,0.432,0.012,0
116,0.404,0.558,0.038,1
117,0.437,0.531,0.029,1
118,0.425,0.566,0.008,1
119,0.442,0.528,0.019,1
120,0.444,0.537,0.027,1
121,0.35,0.635,0.027,1
122,0.484,0.469,0.043,0
123,0.592,0.399,0.009,0
124,0.412,0.459,0.167,1
125,0.403,0.529,0.022,1
126,0.499,0.471,0.036,0
127,0.55,0.426,0.019,0
128,0.519,0.474,0.007,0
129,0.486,0.481,0.031,0
130,0.515,0.46,0.013,0
131,0.446,0.535,0.019,1
132,0.444,0.527,0.021,1
133,0.44,0.539,0.004,1
134,0.537,0.435,0.023,0
135,0.279,0.661,0.052,1
136,0.496,0.485,0.002,0
137,0.448,0.526,0.01,1
138,0.426,0.538,0.037,1
139,0.478,0.491,0.019,1
140,0.489,0.48,0.024,0
141,0.476,0.493,0.02,1
142,0.509,0.486,0.006,0
143,0.501,0.462,0.034,0
144,0.431,0.393,0.18,0
145,0.364,0.587,0.035,1
146,0.486,0.482,0.017,0
147,0.385,0.588,0.015,1
148,0.57,0.418,0.012,0
149,0.583,0.397,0.012,0
150,0.339,0.637,0.009,1
151,0.468,0.505,0.016,1
152,0.408,0.551,0.056,1
153,0.509,0.473,0.006,0
154,0.447,0.515,0.022,1
155,0.497,0.47,0.019,0
156,0.45,0.525,0.005,1
157,0.484,0.505,0.011,1
158,0.451,0.522,0.009,1
159,0.443,0.491,0.032,1
160,0.502,0.476,0.007,0
161,0.48,0.479,0.027,0
162,0.419,0.56,0.02,1
163,0.544,0.434,0.001,0
164,0.46,0.515,0.004,1
165,0.317,0.665,0.002,1
166,0.518,0.428,0.044,0
167,0.511,0.474,0.013,0
168,0.463,0.518,0.006,1
169,0.516,0.447,0.026,0
170,0.384,0.527,0.026,1
171,0.578,0.405,0.01,0
172,0.615,0.326,0.052,0
173,0.582,0.395,0.015,0
174,0.466,0.429,0.063,0
175,0.366,0.395,0.22,1
176,0.523,0.453,0.024,0
177,0.457,0.531,0.028,1
178,0.467,0.433,0.071,0
179,0.491,0.476,0.012,0
180,0.43,0.416,0.155,0
181,0.541,0.401,0.047,0
182,0.506,0.49,0.004,0
183,0.538,0.452,0.009,0
184,0.5,0.489,0.01,0
185,0.328,0.657,0.004,1
186,0.458,0.502,0.035,1
187,0.468,0.509,0.004,1
188,0.439,0.531,0.025,1
189,0.499,0.487,0.01,0
190,0.522,0.467,0.009,0
191,0.373,0.433,0.219,1
192,0.455,0.521,0.009,1
193,0.441,0.522,0.036,1
194,0.295,0.68,0.01,1
195,0.464,0.535,0.002,1
196,0.461,0.513,0.006,1
197,0.41,0.575,0.015,1
198,0.394,0.587,0.012,1
199,0.289,0.496,0.163,1
200,0.507,0.468,0.009,0
201,0.558,0.44,0.013,0
202,0.472,0.507,0.016,1
203,0.637,0.337,0.017,0
204,0.493,0.476,0.031,0
205,0.26,0.356,0.31,1
206,0.333,0.316,0.285,0
207,0.455,0.478,0.052,1
208,0.494,0.497,0.009,1
209,0.479,0.5,0.007,1
210,0.475,0.497,0.018,1
211,0.49,0.472,0.016,0
212,0.474,0.5,0.011,1
213,0.451,0.539,0.001,1
214,0.503,0.479,0.017,0
215,0.435,0.509,0.02,1
216,0.408,0.572,0.02,1
217,0.542,0.425,0.031,0
218,0.632,0.358,0.01,0
219,0.55,0.436,0.021,0
220,0.558,0.437,0.005,0
221,0.414,0.582,0.009,1
222,0.418,0.552,0.023,1
223,0.558,0.433,0.014,0
224,0.426,0.531,0.026,1
225,0.517,0.462,0.012,0
226,0.415,0.565,0.015,1
227,0.37,0.608,0.007,1
228,0.485,0.48,0.028,0
229,0.465,0.509,0.013,1
230,0.508,0.471,0.008,0
231,0.411,0.569,0.011,1
232,0.444,0.539,0.002,1
233,0.419,0.56,0.017,1
234,0.412,0.511,0.069,1
235,0.433,0.551,0.009,1
236,0.584,0.376,0.035,0
237,0.443,0.54,0.008,1
238,0.42,0.556,0.029,1
239,0.471,0.503,0.004,1
240,0.512,0.397,0.041,0
241,0.416,0.552,0.013,1
242,0.458,0.519,0.005,1
243,0.444,0.516,0.028,1
244,0.44,0.258,0.325,0
245,0.46,0.515,0.014,1
246,0.47,0.516,0.004,1
247,0.477,0.493,0.025,1
248,0.469,0.487,0.043,1
249,0.451,0.517,0.018,1
250,0.458,0.506,0.038,1
251,0.515,0.467,0.017,0
252,0.465,0.433,0.072,0
253,0.462,0.501,0.021,1
254,0.517,0.468,0.015,0
255,0.44,0.528,0.013,1
256,0.514,0.484,0.002,0
257,0.516,0.474,0.009,0
258,0.434,0.442,0.136,1
259,0.4,0.402,0.204,1
260,0.48,0.498,0.001,1
261,0.412,0.576,0.001,1
262,0.515,0.469,0.016,0
263,0.447,0.522,0.012,1
264,0.482,0.486,0.016,1
265,0.424,0.555,0.007,1
266,0.441,0.518,0.031,1
267,0.523,0.393,0.061,0
